CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_ret_grunts_horde;Grunts de la Horde;Grunts de la Horde;Grunts de la Horde;;Grunts de la Horde;;;;;;;;;x
hoa_ret_grunts_horde_desc;L'epine dorsale de toute armee orc. Les Grunts sont des guerriers endurants, muscles par des annees de combat et de labeur. Armure de plaques, haches de guerre, boucliers en acier noir. Pas les plus raffines, mais les plus tenaces. Quand un Grunt decide de tenir une position, il faudra le tuer pour l'en deloger. "Travail, travail." "Pret a travailler." LOK'TAR OGAR.;L'epine dorsale de toute armee orc. Guerriers endurants et tenaces.;L'epine dorsale de toute armee orc. Les Grunts sont des guerriers endurants, muscles par des annees de combat et de labeur. Armure de plaques, haches de guerre, boucliers en acier noir. Pas les plus raffines, mais les plus tenaces. Quand un Grunt decide de tenir une position, il faudra le tuer pour l'en deloger. "Travail, travail." "Pret a travailler." LOK'TAR OGAR.;;L'epine dorsale de toute armee orc. Les Grunts sont des guerriers endurants, muscles par des annees de combat et de labeur. Armure de plaques, haches de guerre, boucliers en acier noir. Pas les plus raffines, mais les plus tenaces. Quand un Grunt decide de tenir une position, il faudra le tuer pour l'en deloger. "Travail, travail." "Pret a travailler." LOK'TAR OGAR.;;;;;;;;;x
hoa_ret_sentinelles_darnassus;Sentinelles de Darnassus;Sentinelles de Darnassus;Sentinelles de Darnassus;;Sentinelles de Darnassus;;;;;;;;;x
hoa_ret_sentinelles_darnassus_desc;Archeres d'elite kaldorei montees sur des sabres-de-nuit. Dix mille ans d'entrainement ininterrompu ont fait des Sentinelles les tireuses les plus precises d'Azeroth. Elles frappent depuis les ombres de la foret, invisibles et mortelles. Chaque fleche est guidee par la benediction d'Elune. Les forets sont leur terrain, et dans les forets, elles sont invincibles.;Archeres d'elite kaldorei montees sur des sabres-de-nuit. 10 000 ans d'entrainement.;Archeres d'elite kaldorei montees sur des sabres-de-nuit. Dix mille ans d'entrainement ininterrompu ont fait des Sentinelles les tireuses les plus precises d'Azeroth. Elles frappent depuis les ombres de la foret, invisibles et mortelles. Chaque fleche est guidee par la benediction d'Elune. Les forets sont leur terrain, et dans les forets, elles sont invincibles.;;Archeres d'elite kaldorei montees sur des sabres-de-nuit. Dix mille ans d'entrainement ininterrompu ont fait des Sentinelles les tireuses les plus precises d'Azeroth. Elles frappent depuis les ombres de la foret, invisibles et mortelles. Chaque fleche est guidee par la benediction d'Elune. Les forets sont leur terrain, et dans les forets, elles sont invincibles.;;;;;;;;;x
hoa_ret_druides_bosquet;Druides du Bosquet;Druides du Bosquet;Druides du Bosquet;;Druides du Bosquet;;;;;;;;;x
hoa_ret_druides_bosquet_desc;Druides de guerre en forme d'ours geant ou de felin sauvage. Les metamorphes du Cercle Cenarion sont des combattants terrifiants au corps a corps : griffes capables de dechirer l'acier, endurance surnaturelle, regeneration en plein combat. En forme d'ours, ils sont des forteresses vivantes. En forme de felin, des assassins fulgurants. La nature elle-meme combat a leurs cotes.;Druides de guerre metamorphes. Ours ou felins, ils sont terrifiants au combat.;Druides de guerre en forme d'ours geant ou de felin sauvage. Les metamorphes du Cercle Cenarion sont des combattants terrifiants au corps a corps : griffes capables de dechirer l'acier, endurance surnaturelle, regeneration en plein combat. En forme d'ours, ils sont des forteresses vivantes. En forme de felin, des assassins fulgurants. La nature elle-meme combat a leurs cotes.;;Druides de guerre en forme d'ours geant ou de felin sauvage. Les metamorphes du Cercle Cenarion sont des combattants terrifiants au corps a corps : griffes capables de dechirer l'acier, endurance surnaturelle, regeneration en plein combat. En forme d'ours, ils sont des forteresses vivantes. En forme de felin, des assassins fulgurants. La nature elle-meme combat a leurs cotes.;;;;;;;;;x
hoa_ret_guerrieres_lune;Guerrieres de la Lune;Guerrieres de la Lune;Guerrieres de la Lune;;Guerrieres de la Lune;;;;;;;;;x
hoa_ret_guerrieres_lune_desc;Infanterie feminine d'elite de Darnassus. Les Guerrieres de la Lune servent sous le commandement direct de Tyrande Murmevent. Rapides, furtives et mortelles sous le clair de lune, elles frappent avec la precision millenaire des kaldorei. Leur devotion a Elune leur confere une resistance surnaturelle a la peur et a la magie noire.;Infanterie feminine d'elite de Darnassus sous le commandement de Tyrande.;Infanterie feminine d'elite de Darnassus. Les Guerrieres de la Lune servent sous le commandement direct de Tyrande Murmevent. Rapides, furtives et mortelles sous le clair de lune, elles frappent avec la precision millenaire des kaldorei. Leur devotion a Elune leur confere une resistance surnaturelle a la peur et a la magie noire.;;Infanterie feminine d'elite de Darnassus. Les Guerrieres de la Lune servent sous le commandement direct de Tyrande Murmevent. Rapides, furtives et mortelles sous le clair de lune, elles frappent avec la precision millenaire des kaldorei. Leur devotion a Elune leur confere une resistance surnaturelle a la peur et a la magie noire.;;;;;;;;;x
hoa_ret_gardes_montagne;Gardes de la Montagne;Gardes de la Montagne;Gardes de la Montagne;;Gardes de la Montagne;;;;;;;;;x
hoa_ret_gardes_montagne_desc;Infanterie lourde naine en armure de mithril. Le mur de boucliers nain est legendaire : les Gardes de la Montagne forment une ligne impenetrable que meme un charge de cavalerie ne peut briser. Leur devise : "Solides comme la pierre." Et ce n'est pas une metaphore. Chaque Garde est aussi immovible que la montagne elle-meme. Ils ne reculent jamais.;Infanterie lourde naine en mithril. Le mur de boucliers impenetrable.;Infanterie lourde naine en armure de mithril. Le mur de boucliers nain est legendaire : les Gardes de la Montagne forment une ligne impenetrable que meme un charge de cavalerie ne peut briser. Leur devise : "Solides comme la pierre." Et ce n'est pas une metaphore. Chaque Garde est aussi immovible que la montagne elle-meme. Ils ne reculent jamais.;;Infanterie lourde naine en armure de mithril. Le mur de boucliers nain est legendaire : les Gardes de la Montagne forment une ligne impenetrable que meme un charge de cavalerie ne peut briser. Leur devise : "Solides comme la pierre." Et ce n'est pas une metaphore. Chaque Garde est aussi immovible que la montagne elle-meme. Ils ne reculent jamais.;;;;;;;;;x
hoa_ret_fusiliers_brisefer;Fusiliers de Brisefer;Fusiliers de Brisefer;Fusiliers de Brisefer;;Fusiliers de Brisefer;;;;;;;;;x
hoa_ret_fusiliers_brisefer_desc;Tireurs d'elite nains equipes de mousquets et de mortiers a poudre. La technologie pyrotechnique naine est la plus avancee d'Azeroth. Une vollee de mousquet des Fusiliers de Brisefer peut faucher une ligne entiere de cavalerie lourde avant qu'elle n'atteigne les lignes. Les mortiers pilonnent les fortifications ennemies a distance. Le tonnerre de leurs armes est le dernier son qu'entendent les ennemis.;Tireurs d'elite nains avec mousquets et mortiers. Technologie devastatrice.;Tireurs d'elite nains equipes de mousquets et de mortiers a poudre. La technologie pyrotechnique naine est la plus avancee d'Azeroth. Une vollee de mousquet des Fusiliers de Brisefer peut faucher une ligne entiere de cavalerie lourde avant qu'elle n'atteigne les lignes. Les mortiers pilonnent les fortifications ennemies a distance. Le tonnerre de leurs armes est le dernier son qu'entendent les ennemis.;;Tireurs d'elite nains equipes de mousquets et de mortiers a poudre. La technologie pyrotechnique naine est la plus avancee d'Azeroth. Une vollee de mousquet des Fusiliers de Brisefer peut faucher une ligne entiere de cavalerie lourde avant qu'elle n'atteigne les lignes. Les mortiers pilonnent les fortifications ennemies a distance. Le tonnerre de leurs armes est le dernier son qu'entendent les ennemis.;;;;;;;;;x
hoa_ret_cavaliers_beliers;Cavaliers de Beliers;Cavaliers de Beliers;Cavaliers de Beliers;;Cavaliers de Beliers;;;;;;;;;x
hoa_ret_cavaliers_beliers_desc;Cavalerie lourde naine montee sur des beliers de guerre blindes. Malgre leur petite taille, la charge des Cavaliers de Beliers est redoutable : les beliers de guerre sont des betes massives aux cornes renforcees d'acier, capables de briser une porte de chateau. En terrain montagneux, ils sont imbattables. La cavalerie naine est petite mais indestructible.;Cavalerie lourde naine sur beliers de guerre blindes. Charge devastatrice.;Cavalerie lourde naine montee sur des beliers de guerre blindes. Malgre leur petite taille, la charge des Cavaliers de Beliers est redoutable : les beliers de guerre sont des betes massives aux cornes renforcees d'acier, capables de briser une porte de chateau. En terrain montagneux, ils sont imbattables. La cavalerie naine est petite mais indestructible.;;Cavalerie lourde naine montee sur des beliers de guerre blindes. Malgre leur petite taille, la charge des Cavaliers de Beliers est redoutable : les beliers de guerre sont des betes massives aux cornes renforcees d'acier, capables de briser une porte de chateau. En terrain montagneux, ils sont imbattables. La cavalerie naine est petite mais indestructible.;;;;;;;;;x
hoa_ret_pilotes_mechas;Pilotes de Mechas;Pilotes de Mechas;Pilotes de Mechas;;Pilotes de Mechas;;;;;;;;;x
hoa_ret_pilotes_mechas_desc;Petits gnomes dans d'enormes exosquelettes mecaniques de combat. Les mechas gnomes sont armes de scies circulaires, de lance-flammes et de poings hydrauliques capables de renverser un kodo. Puissance de feu demesure par rapport a leur taille. Fragiles cependant : un coup bien place dans les articulations peut immobiliser la machine. Quand ca explose, ca fait mal. A tout le monde.;Gnomes dans des exosquelettes mecaniques de combat. Devastateurs mais fragiles.;Petits gnomes dans d'enormes exosquelettes mecaniques de combat. Les mechas gnomes sont armes de scies circulaires, de lance-flammes et de poings hydrauliques capables de renverser un kodo. Puissance de feu demesure par rapport a leur taille. Fragiles cependant : un coup bien place dans les articulations peut immobiliser la machine. Quand ca explose, ca fait mal. A tout le monde.;;Petits gnomes dans d'enormes exosquelettes mecaniques de combat. Les mechas gnomes sont armes de scies circulaires, de lance-flammes et de poings hydrauliques capables de renverser un kodo. Puissance de feu demesure par rapport a leur taille. Fragiles cependant : un coup bien place dans les articulations peut immobiliser la machine. Quand ca explose, ca fait mal. A tout le monde.;;;;;;;;;x
hoa_ret_ingenieurs_combat;Ingenieurs de Combat;Ingenieurs de Combat;Ingenieurs de Combat;;Ingenieurs de Combat;;;;;;;;;x
hoa_ret_ingenieurs_combat_desc;Sapeurs gnomes specialises dans la destruction et le chaos controle. Bombes au poulet mecanique, mines terrestres, grenades a fragmentation et moutons explosifs font partie de leur arsenal standard. Experts en demolition de fortifications. La securite au travail est un concept... optionnel. Leur devise : "Ce qui n'explose pas n'a pas ete correctement sabote.";"Sapeurs gnomes specialises dans la destruction. Bombes, mines et grenades.";Sapeurs gnomes specialises dans la destruction et le chaos controle. Bombes au poulet mecanique, mines terrestres, grenades a fragmentation et moutons explosifs font partie de leur arsenal standard. Experts en demolition de fortifications. La securite au travail est un concept... optionnel. Leur devise : "Ce qui n'explose pas n'a pas ete correctement sabote.";;Sapeurs gnomes specialises dans la destruction et le chaos controle. Bombes au poulet mecanique, mines terrestres, grenades a fragmentation et moutons explosifs font partie de leur arsenal standard. Experts en demolition de fortifications. La securite au travail est un concept... optionnel. Leur devise : "Ce qui n'explose pas n'a pas ete correctement sabote.";;;;;;;;;x
hoa_ret_berserkers_amani;Berserkers Amani;Berserkers Amani;Berserkers Amani;;Berserkers Amani;;;;;;;;;x
hoa_ret_berserkers_amani_desc;Trolls en transe de combat rituelle. Sous l'effet du mojo et de la rage vaudou, les Berserkers Amani ignorent la douleur et regenerent les blessures a vue d'oeil. Plus ils sont blesses, plus ils deviennent dangereux et frenetiques. Leurs haches tournoyantes fauchent tout ce qui se trouve a portee. La transe ne prend fin qu'avec la mort de l'ennemi... ou la leur.;Trolls en transe de combat. Regeneration surnaturelle et rage frenetique.;Trolls en transe de combat rituelle. Sous l'effet du mojo et de la rage vaudou, les Berserkers Amani ignorent la douleur et regenerent les blessures a vue d'oeil. Plus ils sont blesses, plus ils deviennent dangereux et frenetiques. Leurs haches tournoyantes fauchent tout ce qui se trouve a portee. La transe ne prend fin qu'avec la mort de l'ennemi... ou la leur.;;Trolls en transe de combat rituelle. Sous l'effet du mojo et de la rage vaudou, les Berserkers Amani ignorent la douleur et regenerent les blessures a vue d'oeil. Plus ils sont blesses, plus ils deviennent dangereux et frenetiques. Leurs haches tournoyantes fauchent tout ce qui se trouve a portee. La transe ne prend fin qu'avec la mort de l'ennemi... ou la leur.;;;;;;;;;x
hoa_ret_chasseurs_tetes;Chasseurs de Tetes;Chasseurs de Tetes;Chasseurs de Tetes;;Chasseurs de Tetes;;;;;;;;;x
hoa_ret_chasseurs_tetes_desc;Lanceurs de haches et de javelots enduits de poisons vaudou. Les Chasseurs de Tetes collectionnent les cranes de leurs victimes, chaque tete ajoutant a leur mojo. Leurs poisons paralysent, leurs hexes affolent et leurs haches volantes sont d'une precision mortelle. Apres la bataille, ils reduisent les tetes de leurs ennemis les plus dignes. Da spirits be watchin'.;Lanceurs de haches empoisonnees. Chaque tete coupee renforce leur mojo.;Lanceurs de haches et de javelots enduits de poisons vaudou. Les Chasseurs de Tetes collectionnent les cranes de leurs victimes, chaque tete ajoutant a leur mojo. Leurs poisons paralysent, leurs hexes affolent et leurs haches volantes sont d'une precision mortelle. Apres la bataille, ils reduisent les tetes de leurs ennemis les plus dignes. Da spirits be watchin'.;;Lanceurs de haches et de javelots enduits de poisons vaudou. Les Chasseurs de Tetes collectionnent les cranes de leurs victimes, chaque tete ajoutant a leur mojo. Leurs poisons paralysent, leurs hexes affolent et leurs haches volantes sont d'une precision mortelle. Apres la bataille, ils reduisent les tetes de leurs ennemis les plus dignes. Da spirits be watchin'.;;;;;;;;;x
hoa_ret_chevaucheurs_raptors;Chevaucheurs de Raptors;Chevaucheurs de Raptors;Chevaucheurs de Raptors;;Chevaucheurs de Raptors;;;;;;;;;x
hoa_ret_chevaucheurs_raptors_desc;Cavalerie legere montee sur des raptors de la jungle. Ces reptiles prehistoriques sont rapides, vicieux et pratiquement impossibles a effrayer. Les raptors mordent, griffent et chargent avec une agressivite primitive. Parfaits pour les embuscades dans la jungle et les charges surprises. Le lien entre le troll et son raptor est forge par un rituel vaudou sacre.;Cavalerie sur raptors de jungle. Rapides, vicieux et impossibles a effrayer.;Cavalerie legere montee sur des raptors de la jungle. Ces reptiles prehistoriques sont rapides, vicieux et pratiquement impossibles a effrayer. Les raptors mordent, griffent et chargent avec une agressivite primitive. Parfaits pour les embuscades dans la jungle et les charges surprises. Le lien entre le troll et son raptor est forge par un rituel vaudou sacre.;;Cavalerie legere montee sur des raptors de la jungle. Ces reptiles prehistoriques sont rapides, vicieux et pratiquement impossibles a effrayer. Les raptors mordent, griffent et chargent avec une agressivite primitive. Parfaits pour les embuscades dans la jungle et les charges surprises. Le lien entre le troll et son raptor est forge par un rituel vaudou sacre.;;;;;;;;;x
hoa_ret_braves_mulgore;Braves de Mulgore;Braves de Mulgore;Braves de Mulgore;;Braves de Mulgore;;;;;;;;;x
hoa_ret_braves_mulgore_desc;Guerriers massifs taurens armes de totems de guerre et de haches de pierre. Un seul Brave de Mulgore vaut trois soldats normaux en force pure. Leur stature imposante (plus de 2m50) terrorise les ennemis avant meme le combat. Malgre leur taille, ils se deplacent avec une grace surprenante, heritage de generations de chasse dans les plaines de Mulgore. Endurants, loyaux, indestructibles.;Guerriers massifs taurens. Un Brave vaut trois soldats normaux.;Guerriers massifs taurens armes de totems de guerre et de haches de pierre. Un seul Brave de Mulgore vaut trois soldats normaux en force pure. Leur stature imposante (plus de 2m50) terrorise les ennemis avant meme le combat. Malgre leur taille, ils se deplacent avec une grace surprenante, heritage de generations de chasse dans les plaines de Mulgore. Endurants, loyaux, indestructibles.;;Guerriers massifs taurens armes de totems de guerre et de haches de pierre. Un seul Brave de Mulgore vaut trois soldats normaux en force pure. Leur stature imposante (plus de 2m50) terrorise les ennemis avant meme le combat. Malgre leur taille, ils se deplacent avec une grace surprenante, heritage de generations de chasse dans les plaines de Mulgore. Endurants, loyaux, indestructibles.;;;;;;;;;x
hoa_ret_marcheurs_tonnerre;Marcheurs du Tonnerre;Marcheurs du Tonnerre;Marcheurs du Tonnerre;;Marcheurs du Tonnerre;;;;;;;;;x
hoa_ret_marcheurs_tonnerre_desc;Cavalerie lourde tauren montee sur des kodos de guerre. Les kodos sont des betes colossales dont la charge fait trembler la terre comme le tonnerre, d'ou leur nom. Rien ne resiste au passage d'un kodo de guerre : murailles, formations de combat, fortifications, tout est ecrase sous leur masse. Les Marcheurs du Tonnerre sont la force d'impact supreme de la Horde.;Cavalerie lourde sur kodos de guerre. Leur charge fait trembler la terre.;Cavalerie lourde tauren montee sur des kodos de guerre. Les kodos sont des betes colossales dont la charge fait trembler la terre comme le tonnerre, d'ou leur nom. Rien ne resiste au passage d'un kodo de guerre : murailles, formations de combat, fortifications, tout est ecrase sous leur masse. Les Marcheurs du Tonnerre sont la force d'impact supreme de la Horde.;;Cavalerie lourde tauren montee sur des kodos de guerre. Les kodos sont des betes colossales dont la charge fait trembler la terre comme le tonnerre, d'ou leur nom. Rien ne resiste au passage d'un kodo de guerre : murailles, formations de combat, fortifications, tout est ecrase sous leur masse. Les Marcheurs du Tonnerre sont la force d'impact supreme de la Horde.;;;;;;;;;x
hoa_ret_gardiens_soleil;Gardiens du Soleil;Gardiens du Soleil;Gardiens du Soleil;;Gardiens du Soleil;;;;;;;;;x
hoa_ret_gardiens_soleil_desc;Druides de guerre taurens qui marient la force physique titanesque de leur race avec la magie de la nature. Ils guerissent leurs allies en plein combat tout en ecrasant les ennemis a coups de totem. Recemment, les Taurens ont decouvert la voie du paladin solaire, les Gardiens du Soleil, combinant la Lumiere et la nature pour un effet devastateur.;Druides de guerre taurens. Force physique et magie naturelle combinées.;Druides de guerre taurens qui marient la force physique titanesque de leur race avec la magie de la nature. Ils guerissent leurs allies en plein combat tout en ecrasant les ennemis a coups de totem. Recemment, les Taurens ont decouvert la voie du paladin solaire, les Gardiens du Soleil, combinant la Lumiere et la nature pour un effet devastateur.;;Druides de guerre taurens qui marient la force physique titanesque de leur race avec la magie de la nature. Ils guerissent leurs allies en plein combat tout en ecrasant les ennemis a coups de totem. Recemment, les Taurens ont decouvert la voie du paladin solaire, les Gardiens du Soleil, combinant la Lumiere et la nature pour un effet devastateur.;;;;;;;;;x
hoa_ret_deathstalkers;Deathstalkers;Deathstalkers;Deathstalkers;;Deathstalkers;;;;;;;;;x
hoa_ret_deathstalkers_desc;Les assassins d'elite des Reprouves. Ombres silencieuses et mortelles, les Deathstalkers sont les maitres de l'infiltration, du poison et du meurtre discret. N'ayant plus besoin de dormir ni de manger, ils peuvent traquer une cible pendant des semaines sans repos. Leurs lames empoisonnees tuent silencieusement, et on ne retrouve jamais les corps. Le bras arme secret de Sylvanas.;Assassins morts-vivants d'elite. Maitres de l'infiltration et du poison.;Les assassins d'elite des Reprouves. Ombres silencieuses et mortelles, les Deathstalkers sont les maitres de l'infiltration, du poison et du meurtre discret. N'ayant plus besoin de dormir ni de manger, ils peuvent traquer une cible pendant des semaines sans repos. Leurs lames empoisonnees tuent silencieusement, et on ne retrouve jamais les corps. Le bras arme secret de Sylvanas.;;Les assassins d'elite des Reprouves. Ombres silencieuses et mortelles, les Deathstalkers sont les maitres de l'infiltration, du poison et du meurtre discret. N'ayant plus besoin de dormir ni de manger, ils peuvent traquer une cible pendant des semaines sans repos. Leurs lames empoisonnees tuent silencieusement, et on ne retrouve jamais les corps. Le bras arme secret de Sylvanas.;;;;;;;;;x
hoa_ret_abominations;Abominations;Abominations;Abominations;;Abominations;;;;;;;;;x
hoa_ret_abominations_desc;Monstruosites de chair cousue assemblees par les apothicaires Reprouves. Composees de morceaux de cadavres multiples, les Abominations sont des masses de muscle et de graisse putride armees de crochets a viande et de chaines. Quasi indestructibles, elles ne ressentent pas la douleur et continuent a avancer meme demembrees. Leur seule vue suffit a briser le moral ennemi.;Monstruosites de chair cousue. Quasi indestructibles, elles ne ressentent pas la douleur.;Monstruosites de chair cousue assemblees par les apothicaires Reprouves. Composees de morceaux de cadavres multiples, les Abominations sont des masses de muscle et de graisse putride armees de crochets a viande et de chaines. Quasi indestructibles, elles ne ressentent pas la douleur et continuent a avancer meme demembrees. Leur seule vue suffit a briser le moral ennemi.;;Monstruosites de chair cousue assemblees par les apothicaires Reprouves. Composees de morceaux de cadavres multiples, les Abominations sont des masses de muscle et de graisse putride armees de crochets a viande et de chaines. Quasi indestructibles, elles ne ressentent pas la douleur et continuent a avancer meme demembrees. Leur seule vue suffit a briser le moral ennemi.;;;;;;;;;x
hoa_ret_archers_reprouves;Archers Reprouves;Archers Reprouves;Archers Reprouves;;Archers Reprouves;;;;;;;;;x
hoa_ret_archers_reprouves_desc;Archers squelettiques des Reprouves. Leurs fleches sont endues de la Nouvelle Peste, causant des infections necrotiques au moindre egratignure. N'ayant pas besoin de dormir ni de manger, ils tirent sans fatigue, jour et nuit, sans jamais baisser leur arc. Leur precision est mecanique, leur endurance illimitee. Une pluie de fleches pestilentes qui ne s'arrete jamais.;Archers squelettiques tirant des fleches pestilentes. Enduranee illimitee.;Archers squelettiques des Reprouves. Leurs fleches sont endues de la Nouvelle Peste, causant des infections necrotiques au moindre egratignure. N'ayant pas besoin de dormir ni de manger, ils tirent sans fatigue, jour et nuit, sans jamais baisser leur arc. Leur precision est mecanique, leur endurance illimitee. Une pluie de fleches pestilentes qui ne s'arrete jamais.;;Archers squelettiques des Reprouves. Leurs fleches sont endues de la Nouvelle Peste, causant des infections necrotiques au moindre egratignure. N'ayant pas besoin de dormir ni de manger, ils tirent sans fatigue, jour et nuit, sans jamais baisser leur arc. Leur precision est mecanique, leur endurance illimitee. Une pluie de fleches pestilentes qui ne s'arrete jamais.;;;;;;;;;x
hoa_ret_gardes_sang;Gardes du Sang;Gardes du Sang;Gardes du Sang;;Gardes du Sang;;;;;;;;;x
