CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_raid.10.a;Razorgore and Vaelastrasz are defeated! We push toward Chromaggus!;Razorgore et Vaelastrasz sont vaincus ! On avance vers Chromaggus !;Razorgore und Vaelastrasz sind besiegt! Weiter zu Chromaggus!;;Razorgore y Vaelastrasz estan derrotados! Avancemos hacia Chromaggus!;;;;;;;;;x
hoa_raid.10.b;Vaelastrasz's burning adrenaline devastates us, but we push on wounded.;L'adrenaline brulante de Vaelastrasz nous devaste, mais on avance blesses.;Vaelastrasz' brennendes Adrenalin verwustet uns, aber wir kampfen weiter.;;La adrenalina ardiente de Vaelastrasz nos devasta, pero avanzamos.;;;;;;;;;x
hoa_raid.10.c;The chromatic experiments overwhelm our forces! Catastrophic defeat!;Les experiences chromatiques submergent nos forces ! Defaite catastrophique !;Die chromatischen Experimente uberwaltigen uns! Katastrophale Niederlage!;;Los experimentos cromaticos superan nuestras fuerzas! Derrota catastrofica!;;;;;;;;;x
hoa_raid.10.d;Nefarian's lair is too well-defended. Strategic withdrawal.;Le repaire de Nefarian est trop bien defendu. Retrait strategique.;Nefarians Horst ist zu gut verteidigt. Strategischer Ruckzug.;;La guarida de Nefarian esta muy bien defendida. Retirada estrategica.;;;;;;;;;x
hoa_raid.11.desc;Chromaggus, Nefarian's prized chromatic dragonkin, blocks the path to the master's lair. The two-headed monster breathes five different types of dragon breath - fire, frost, shadow, nature, and arcane. Each breath inflicts a debilitating affliction. No one has ever survived all five.;Chromaggus, le draconique chromatique de Nefarian, bloque le chemin. Le monstre a deux tetes souffle cinq types differents de souffle draconique.;Chromaggus versperrt den Weg. Funf verschiedene Drachenatem - keiner hat alle funf uberlebt.;;Chromaggus bloquea el camino. Cinco tipos diferentes de aliento de dragon.;;;;;;;;;x
hoa_raid.11.a;Chromaggus falls! Nefarian's throne room lies just ahead! Victory is close!;Chromaggus tombe ! La salle du trone de Nefarian est juste devant ! La victoire est proche !;Chromaggus fallt! Nefarians Thronsaal liegt direkt vor uns!;;Chromaggus cae! La sala del trono de Nefarian esta adelante!;;;;;;;;;x
hoa_raid.11.b;Chromaggus' five breaths debilitate too many of our champions. Partial retreat.;Les cinq souffles de Chromaggus debilitent trop de nos champions. Retrait partiel.;Chromaggus' funf Atem schwachen zu viele unserer Kampfer. Teilruckzug.;;Los cinco alientos de Chromaggus debilitan demasiados campeones. Retirada parcial.;;;;;;;;;x
hoa_raid.11.c;The chromatic dragon's power is beyond mortal comprehension. We are annihilated.;La puissance du dragon chromatique depasse l'entendement mortel. Nous sommes aneantis.;Die Macht des chromatischen Drachen ubersteigt sterbliches Begreifen. Vernichtung.;;El poder del dragon cromatico supera la comprension mortal. Somos aniquilados.;;;;;;;;;x
hoa_raid.12.desc;NEFARIAN, SON OF DEATHWING, awaits in his throne room. The Lord of Blackrock assumes his true dragon form - an enormous black dragon rivaling his father in size. "Let the games begin!" he roars, calling class-specific abilities against your champions. Warriors lose their stance. Mages lose their spells. This is the ultimate test.;NEFARIAN, FILS D'AILE DE MORT, attend dans sa salle du trone. Le Seigneur de Blackrock prend sa forme draconique. "Que les jeux commencent !" rugit-il.;NEFARIAN wartet in seinem Thronsaal. "Lasst die Spiele beginnen!";;NEFARIAN, HIJO DE ALAMUERTE, espera en su trono. "Que comiencen los juegos!";;;;;;;;;x
hoa_raid.12.a;NEFARIAN IS SLAIN! The son of Deathwing falls! The Black Dragonflight is broken! ETERNAL GLORY!;NEFARIAN EST TUE ! Le fils d'Aile de Mort tombe ! Le Vol Noir est brise ! GLOIRE ETERNELLE !;NEFARIAN IST TOT! Der Sohn des Todesschwinge fallt! EWIGER RUHM!;;NEFARIAN HA MUERTO! El hijo de Alamuerte cae! GLORIA ETERNA!;;;;;;;;;x
hoa_raid.12.b;Nefarian's class calls and devastating breath weapons destroy our expedition. The Black Dragon wins. The shame is unbearable.;Les appels de classe de Nefarian et ses souffles devastateurs detruisent notre expedition. Le Dragon Noir gagne. La honte est insupportable.;Nefarians Klassenrufe und vernichtender Atem zerstoren unsere Expedition. Niederlage.;;Las llamadas de clase de Nefarian y su aliento devastador nos destruyen. Derrota.;;;;;;;;;x
hoa_raid.20.desc;You enter the Temple of Ahn'Qiraj through the shattered Gates. The Qiraji swarm awaits within - insectoid warriors, silithid colossi, and the terrible prophets of C'Thun. The Old God's whispers echo in your mind: "Your courage will fail. Your friends will abandon you. You will betray your friends.";Vous entrez dans le Temple d'Ahn'Qiraj par les Portes brisees. L'essaim Qiraji attend. Les murmures du Dieu Tres Ancien resonnent : "Votre courage faillira.";Ihr betretet den Tempel. C'Thuns Flustern: "Euer Mut wird versagen.";;Entras al Templo. Los susurros de C'Thun: "Tu coraje fallara.";;;;;;;;;x
hoa_raid.20.a;The Qiraji swarm is scattered! We press deeper into C'Thun's domain!;L'essaim Qiraji est disperse ! On s'enfonce dans le domaine de C'Thun !;Der Schwarm ist zerstreut! Tiefer in C'Thuns Reich!;;El enjambre Qiraji esta disperso! Mas profundo en el dominio de C'Thun!;;;;;;;;;x
hoa_raid.20.b;Heavy casualties against the swarm, but we advance wounded into the depths.;De lourdes pertes contre l'essaim, mais on avance blesses dans les profondeurs.;Schwere Verluste, aber wir kampfen weiter in die Tiefe.;;Graves perdidas contra el enjambre, pero avanzamos heridos.;;;;;;;;;x
hoa_raid.20.c;The insectoid swarm overwhelms our expedition completely. We flee the Temple.;L'essaim insectoide submerge notre expedition. Nous fuyons le Temple.;Der Insektenschwarm uberwaltigt uns. Flucht aus dem Tempel.;;El enjambre nos supera. Huimos del Templo.;;;;;;;;;x
hoa_raid.21.desc;The Twin Emperors Vek'lor and Vek'nilash guard C'Thun's inner sanctum. One immune to physical damage, the other to magical damage - they share a single health pool and teleport between positions. Your warriors cannot touch one, your mages cannot harm the other. You must coordinate perfectly.;Les Empereurs Jumeaux Vek'lor et Vek'nilash gardent le sanctuaire de C'Thun. L'un immunise aux degats physiques, l'autre aux degats magiques.;Die Zwillingskaiser bewachen C'Thuns inneres Heiligtum. Einer immun gegen physisch, der andere gegen magisch.;;Los Emperadores Gemelos guardan el santuario de C'Thun. Uno inmune a fisico, otro a magico.;;;;;;;;;x
hoa_raid.21.a;The Twin Emperors crumble! C'Thun's chamber lies ahead! Prepare for the Old God!;Les Empereurs Jumeaux s'effondrent ! La chambre de C'Thun est devant ! Preparez-vous pour le Dieu Tres Ancien !;Die Zwillingskaiser fallen! C'Thuns Kammer liegt vor uns!;;Los Emperadores caen! La camara de C'Thun esta adelante!;;;;;;;;;x
hoa_raid.21.b;The Emperors' coordination overwhelms us, but we retreat with some knowledge gained.;La coordination des Empereurs nous submerge, mais on bat en retraite avec des connaissances acquises.;Die Koordination der Kaiser uberwaltigt uns. Ruckzug mit neuem Wissen.;;La coordinacion de los Emperadores nos supera, pero aprendemos algo.;;;;;;;;;x
hoa_raid.21.c;The Twin Emperors' immunity mechanic is unbreakable. Total annihilation.;Le mecanisme d'immunite des Empereurs Jumeaux est incassable. Annihilation totale.;Die Immunitat der Kaiser ist unuberwindbar. Totale Vernichtung.;;El mecanismo de inmunidad es inquebrantable. Aniquilacion total.;;;;;;;;;x
hoa_raid.22.desc;C'THUN, THE OLD GOD, opens its massive eye. The being of unfathomable evil, imprisoned here by the Titans millennia ago, gazes upon you with its death stare. Tentacles erupt from the ground. Whispers drive your champions mad. "You are already dead." The eye charges its disintegration beam. This is madness. This is suicide. This is your destiny.;C'THUN, LE DIEU TRES ANCIEN, ouvre son oeil massif. L'etre d'un mal insondable, emprisonne ici par les Titans il y a des millenaires, vous regarde. "Vous etes deja mort.";C'THUN, THE OLD GOD, opens its massive eye. The being of unfathomable evil, imprisoned here by the Titans millennia ago, gazes upon you with its death stare. Tentacles erupt from the ground. Whispers drive your champions mad. "You are already dead." The eye charges its disintegration beam. This is madness. This is suicide. This is your destiny.;C'THUN offnet sein gewaltiges Auge. "Ihr seid bereits tot.";C'THUN, THE OLD GOD, opens its massive eye. The being of unfathomable evil, imprisoned here by the Titans millennia ago, gazes upon you with its death stare. Tentacles erupt from the ground. Whispers drive your champions mad. "You are already dead." The eye charges its disintegration beam. This is madness. This is suicide. This is your destiny.;C'THUN abre su ojo masivo. "Ya estais muertos.";;;;;;;;;x
hoa_raid.22.a;C'THUN IS DEFEATED! THE OLD GOD FALLS! An achievement that will echo through eternity! You have done the impossible!;C'THUN EST VAINCU ! LE DIEU TRES ANCIEN TOMBE ! Un exploit qui resonnera a travers l'eternite ! Vous avez fait l'impossible !;C'THUN IST BESIEGT! Eine Tat die fur die Ewigkeit hallt!;;C'THUN HA SIDO DERROTADO! Una hazana que resonara por la eternidad!;;;;;;;;;x
hoa_raid.22.b;C'Thun's whispers drive half our expedition insane. The disintegration beam vaporizes the rest. You flee, broken in body and mind.;Les murmures de C'Thun rendent fous la moitie de notre expedition. Le rayon de desintegration vaporise le reste. Vous fuyez, brise de corps et d'esprit.;C'Thuns Flustern treibt die halbe Expedition in den Wahnsinn. Vernichtende Flucht.;;Los susurros de C'Thun enloquecen a la mitad. El rayo desintegra al resto. Huyes destrozado.;;;;;;;;;x
hoa_raid.30.desc;You assault the floating necropolis of Naxxramas. The seat of the Archlich Kel'Thuzad and the Scourge's most powerful stronghold hovers above the Plaguelands. The Four Horsemen of Naxxramas - Baron Rivendare, Thane Korth'azz, Lady Blaumeux, and Sir Zeliek - ride forth as one. The Military Quarter echoes with their charge.;Vous assaillez la necropole flottante de Naxxramas. Les Quatre Cavaliers - Baron Vaillefendre, Thane Korth'azz, Dame Blaumeux et Sir Zeliek - chevauchent ensemble.;Ihr sturmt die schwebende Nekropole. Die Vier Reiter reiten gemeinsam vor.;;Asaltas la necropolis flotante. Los Cuatro Jinetes cabalgan juntos.;;;;;;;;;x
hoa_raid.30.a;The Four Horsemen fall! We push deeper into the frozen halls of Naxxramas!;Les Quatre Cavaliers tombent ! On s'enfonce dans les salles glacees de Naxxramas !;Die Vier Reiter fallen! Tiefer in Naxxramas!;;Los Cuatro Jinetes caen! Mas profundo en Naxxramas!;;;;;;;;;x
hoa_raid.30.b;Two of the Four Horsemen fall, but their marks devastate us. We push on wounded.;Deux des Quatre Cavaliers tombent, mais leurs marques nous devastent. On avance blesses.;Zwei der Reiter fallen, aber ihre Male verwusten uns. Verwundet weiter.;;Dos Jinetes caen, pero sus marcas nos devastan. Avanzamos heridos.;;;;;;;;;x
hoa_raid.30.c;The Four Horsemen's coordinated marks destroy our expedition. Catastrophic defeat.;Les marques coordonnees des Quatre Cavaliers detruisent notre expedition. Defaite catastrophique.;Die Vier Reiter vernichten uns. Katastrophale Niederlage.;;Los Cuatro Jinetes nos destruyen. Derrota catastrofica.;;;;;;;;;x
hoa_raid.31.desc;Sapphiron, Malygos' former consort, now an undead frost wyrm under Kel'Thuzad's control, guards the passage to the Archlich's throne room. The massive skeletal dragon breathes frost so cold it freezes the soul. Ice blocks form around your champions as her blizzard fills the chamber.;Sapphiron, ancienne consorte de Malygos, maintenant un wyrm de givre mort-vivant, garde le passage vers la salle du trone de Kel'Thuzad.;Sapphiron, ein untotes Frostwyrm, bewacht den Weg zum Thronsaal des Archlichs.;;Sapphiron, un viverno de escarcha no-muerto, guarda el paso al trono de Kel'Thuzad.;;;;;;;;;x
hoa_raid.31.a;Sapphiron shatters! The path to Kel'Thuzad is open! This is the final battle!;Sapphiron se brise ! Le chemin vers Kel'Thuzad est ouvert ! C'est la bataille finale !;Sapphiron zerbricht! Der Weg zu Kel'Thuzad ist frei! Endkampf!;;Sapphiron se rompe! El camino a Kel'Thuzad esta abierto! Batalla final!;;;;;;;;;x
hoa_raid.31.b;Sapphiron's frost devastates us, but we stagger forward with heavy losses.;Le givre de Sapphiron nous devaste, mais on avance en titubant avec de lourdes pertes.;Sapphirons Frost verwustet uns. Schwere Verluste, aber weiter.;;La escarcha de Sapphiron nos devasta. Graves perdidas, pero avanzamos.;;;;;;;;;x
hoa_raid.31.c;Sapphiron's ice tomb freezes our entire expedition. We shatter like glass. Annihilation.;Le tombeau de glace de Sapphiron gele toute notre expedition. Annihilation.;Sapphirons Eisgrab friert alle ein. Totale Vernichtung.;;La tumba de hielo de Sapphiron congela toda nuestra expedicion. Aniquilacion.;;;;;;;;;x
hoa_raid.32.desc;KEL'THUZAD, THE ARCHLICH, floats above his phylactery in the frozen throne room of Naxxramas. The founder of the Cult of the Damned, the architect of the Plague of Undeath, and the Lich King's most loyal servant. "Minions, servants, soldiers of the cold dark! Obey the call of Kel'Thuzad!" Phase One begins as he channels shadow bolts while his undead army swarms. Then... HE JOINS THE FIGHT.;KEL'THUZAD, L'ARCHLICHE, flotte au-dessus de son phylactere. "Serviteurs, soldats du froid et des tenebres ! Obeissez a l'appel de Kel'Thuzad !";KEL'THUZAD, THE ARCHLICH, floats above his phylactery in the frozen throne room of Naxxramas. The founder of the Cult of the Damned, the architect of the Plague of Undeath, and the Lich King's most loyal servant. "Minions, servants, soldiers of the cold dark! Obey the call of Kel'Thuzad!" Phase One begins as he channels shadow bolts while his undead army swarms. Then... HE JOINS THE FIGHT.;KEL'THUZAD schwebt uber seinem Phylakterion. "Diener der kalten Dunkelheit! Gehorcht dem Ruf von Kel'Thuzad!";KEL'THUZAD, THE ARCHLICH, floats above his phylactery in the frozen throne room of Naxxramas. The founder of the Cult of the Damned, the architect of the Plague of Undeath, and the Lich King's most loyal servant. "Minions, servants, soldiers of the cold dark! Obey the call of Kel'Thuzad!" Phase One begins as he channels shadow bolts while his undead army swarms. Then... HE JOINS THE FIGHT.;KEL'THUZAD flota sobre su filacterio. "Sirvientes de la oscuridad fria! Obedeced la llamada de Kel'Thuzad!";;;;;;;;;x
hoa_raid.32.a;KEL'THUZAD IS DESTROYED! THE ARCHLICH FALLS! THE SCOURGE'S GREATEST COMMANDER IS NO MORE! Songs will be sung of this victory for a thousand years! You are IMMORTAL!;KEL'THUZAD EST DETRUIT ! L'ARCHLICHE TOMBE ! LE PLUS GRAND COMMANDANT DU FLEAU N'EST PLUS ! Des chansons seront chantees de cette victoire pendant mille ans ! Vous etes IMMORTEL !;KEL'THUZAD IST VERNICHTET! LIEDER WERDEN TAUSEND JAHRE LANG UBER DIESEN SIEG GESUNGEN!;;KEL'THUZAD HA SIDO DESTRUIDO! CANCIONES SE CANTARAN MIL ANOS SOBRE ESTA VICTORIA! ERES INMORTAL!;;;;;;;;;x
hoa_raid.32.b;Kel'Thuzad's power is absolute. His frost blasts, shadow fissures, and mind control shatter what remains of your expedition. The necropolis claims you. The shame. The horror. The cold.;La puissance de Kel'Thuzad est absolue. Ses explosions de givre, fissures d'ombre et controle mental brisent ce qui reste de votre expedition. La honte. L'horreur. Le froid.;Kel'Thuzads Macht ist absolut. Frostexplosionen, Schattenspalten und Gedankenkontrolle. Die Schande. Das Grauen. Die Kalte.;;El poder de Kel'Thuzad es absoluto. Explosiones de escarcha, fisuras de sombra y control mental. La verguenza. El horror. El frio.;;;;;;;;;x
