CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_human_merchant_guild_desc;A prosperous merchant guild that coordinates trade routes, sets fair prices, and protects caravans. The guild's agents are found in every major city, facilitating commerce across the Alliance.;Une guilde marchande prospere qui coordonne les routes commerciales, fixe les prix equitables et protege les caravanes.;Prosperierende Handlersgilde. Handelsrouten, faire Preise und Karawanenschutz.;;Un gremio mercante prospero que coordina rutas comerciales y protege caravanas.;;;;;;;;;x
ca_human_mage_tower;Mage Tower;Tour de Mage;Magierturm;;Torre de Mago;;;;;;;;;x
ca_human_mage_tower_desc;A towering spire of arcane study and magical research, modeled after the towers of Dalaran. Mages study the mysteries of the arcane here, generating valuable magical knowledge and technological advances.;Une tour flamboyante d'etude arcanique et de recherche magique, modelee d'apres les tours de Dalaran. Les mages etudient les mysteres de l'arcane ici.;Magierturm nach dem Vorbild Dalarans. Arkanforschung und magische Studien.;;Una torre de estudio arcano modelada segun Dalaran. Los magos estudian misterios arcanos.;;;;;;;;;x
ca_human_academy;Royal Academy;Academie Royale;Konigliche Akademie;;Academia Real;;;;;;;;;x
ca_human_academy_desc;A prestigious academy training the next generation of scholars, diplomats, and administrators. Following the tradition of Stormwind's finest institutions, it produces exceptional minds.;Une academie prestigieuse formant la prochaine generation de savants, diplomates et administrateurs. Suivant la tradition des meilleures institutions de Stormwind.;Prestigeakademie nach dem Vorbild Sturmwinds bester Institutionen.;;Una academia prestigiosa que forma la proxima generacion de eruditos y diplomaticos.;;;;;;;;;x
ca_orc_war_pit;War Pit;Fosse de Guerre;Kriegsgrube;;Foso de Guerra;;;;;;;;;x
ca_orc_war_pit_desc;A fearsome training ground where orc warriors hone their combat skills through brutal sparring. The strongest rise through the ranks, forging an army of unmatched ferocity. LOK'TAR OGAR!;Un terrain d'entrainement feroce ou les guerriers orcs affinent leurs competences de combat par des combats brutaux. LOK'TAR OGAR !;Brutaler Trainingsplatz fur Orc-Krieger. LOK'TAR OGAR!;;Un feroz campo de entrenamiento donde guerreros orcos entrenan brutalmente. LOK'TAR OGAR!;;;;;;;;;x
ca_orc_peon_camp;Peon Work Camp;Camp de Travail des Peons;Peon-Arbeitslager;;Campamento de Peones;;;;;;;;;x
ca_orc_peon_camp_desc;A large encampment of hard-working peons who harvest resources, build structures, and keep the war machine running. "Work work." "Ready to work." "Okie dokie.";Un grand campement de peons travailleurs qui recoltent les ressources et construisent des structures. "Travail travail." "Pret a travailler.";Grosses Lager fleissiger Peons. "Arbeit, Arbeit." "Bereit zum Arbeiten.";;Un campamento de peones trabajadores. "Trabajo trabajo." "Listo para trabajar.";;;;;;;;;x
ca_orc_spirit_lodge;Spirit Lodge;Loge Spirituelle;Geisterloge;;Cabaña de Espiritus;;;;;;;;;x
ca_orc_spirit_lodge_desc;A sacred place where orcish shamans commune with the spirits of the elements and ancestors. Visions from the spirit world guide the clan's decisions and strengthen their spiritual resolve.;Un lieu sacre ou les chamanes orcs communient avec les esprits des elements et des ancetres. Les visions du monde spirituel guident les decisions du clan.;Heiliger Ort fur Schamanenkommunion mit Elementar- und Ahnengeistern.;;Lugar sagrado donde chamanes orcos se comunican con los espiritus elementales.;;;;;;;;;x
ca_troll_voodoo_market;Voodoo Market;Marche Vaudou;Voodoo-Markt;;Mercado Vudu;;;;;;;;;x
ca_troll_voodoo_market_desc;A mysterious market where troll witch doctors sell hexes, potions, mojo bags, and shrunken heads. Dark bargains and exotic wares attract customers from across Azeroth. Da spirits be watchin'.;Un marche mysterieux ou les sorciers docteurs trolls vendent des malefices, potions, sacs de mojo et tetes reduites. Da spirits be watchin'.;Geheimnisvoller Markt fur Hexen, Tränke und geschrumpfte Kopfe.;;Un mercado misterioso de hechizos, pociones y cabezas reducidas.;;;;;;;;;x
ca_troll_alchemy_hut;Alchemy Hut;Hutte d'Alchimie;Alchemiehütte;;Choza de Alquimia;;;;;;;;;x
ca_troll_alchemy_hut_desc;A jungle hut where master alchemists brew powerful potions, transmute metals, and create volatile mixtures. Troll alchemy combines voodoo magic with herbal knowledge to produce unique concoctions.;Une hutte de jungle ou les maitres alchimistes preparent des potions puissantes et des melanges volatils. L'alchimie troll combine magie vaudou et herboristerie.;Dschungelhütte fur machtige Tränke und Transmutationen. Troll-Alchemie verbindet Voodoo mit Kräuterkunde.;;Una choza donde maestros alquimistas preparan pociones y mezclas volatiles.;;;;;;;;;x
ca_apothecary_lab;Royal Apothecary Lab;Laboratoire de l'Apothicaire Royal;Konigliches Apothekerlabor;;Laboratorio del Boticario Real;;;;;;;;;x
ca_apothecary_lab_desc;The Royal Apothecary Society's research laboratory, developing new plagues and biological weapons. Forsaken chemists work tirelessly to create the New Plague that will ensure the Forsaken's survival.;Le laboratoire de recherche de la Societe Royale des Apothicaires, developpant de nouvelles pestes et armes biologiques.;Forschungslabor der Koniglichen Apothekergesellschaft. Neue Seuchen in Entwicklung.;;Laboratorio de la Sociedad de Boticarios Reales. Nuevas plagas en desarrollo.;;;;;;;;;x
ca_plague_workshop;Plague Workshop;Atelier de Peste;Seuchenwerkstatt;;Taller de Plaga;;;;;;;;;x
ca_plague_workshop_desc;An advanced facility for manufacturing plague weapons at industrial scale. The Forsaken's most dangerous military asset, capable of producing enough blight to devastate entire regions.;Une installation avancee pour fabriquer des armes de peste a echelle industrielle. L'atout militaire le plus dangereux des Reprouves.;Industrielle Seuchenwaffenproduktion. Die gefahrlichste Militaranstalt der Verlassenen.;;Instalacion avanzada para producir armas de plaga a escala industrial.;;;;;;;;;x
ca_tauren_ranch;Tauren Ranch;Ranch Tauren;Tauren-Ranch;;Rancho Tauren;;;;;;;;;x
ca_tauren_ranch_desc;A sprawling ranch where tauren herdsmen raise kodo beasts, tallstriders, and thunder lizards. The ranch provides meat, leather, and pack animals to the community. Life on the open plains.;Un ranch tentaculaire ou les bouviers taurens elevent des betes kodo, des grands-marcheurs et des lezards du tonnerre. La vie dans les plaines ouvertes.;Weitlaufige Ranch fur Kodo-Bestien und Donnerechsen. Leben in den offenen Ebenen.;;Un extenso rancho donde pastores tauren crian bestias kodo y lagartos del trueno.;;;;;;;;;x
ca_tauren_totem_grove;Totem Grove;Bosquet des Totems;Totemhain;;Arboleda de Totems;;;;;;;;;x
ca_tauren_totem_grove_desc;A sacred grove where massive totems honor the Earth Mother and the spirits of the ancestors. Druids and shamans meditate here, drawing strength from the land itself. The grove brings peace and spiritual enlightenment.;Un bosquet sacre ou d'immenses totems honorent la Mere-Terre et les esprits des ancetres. Druides et chamanes meditent ici, tirant leur force de la terre.;Heiliger Hain mit machtigen Totems. Druiden und Schamanen meditieren hier.;;Arboleda sagrada con totems que honran a la Madre Tierra y los ancestros.;;;;;;;;;x
ca_draenei_crystal_workshop;Draenei Crystal Workshop;Atelier de Cristaux Draenei;Draenei-Kristallwerkstatt;;Taller de Cristales Draenei;;;;;;;;;x
ca_draenei_crystal_workshop_desc;A workshop utilizing advanced draenei crystal technology. Naaru-blessed crystals power healing devices, dimensional stabilizers, and communication arrays. Technology that seems like magic to other races.;Un atelier utilisant la technologie cristalline avancee des draenei. Des cristaux beaux par les Naaru alimentent des dispositifs de guerison et des stabilisateurs dimensionnels.;Werkstatt mit fortschrittlicher Draenei-Kristalltechnologie. Naaru-gesegnete Kristalle.;;Taller con tecnologia cristalina draenei avanzada. Cristales bendecidos por los Naaru.;;;;;;;;;x
ca_gnomish_workshop;Gnomish Workshop;Atelier Gnome;Gnomische Werkstatt;;Taller Gnomico;;;;;;;;;x
ca_gnomish_workshop_desc;A cluttered workshop packed with gears, sprockets, and half-finished inventions. Gnomish engineers tinker endlessly, creating devices that are brilliant (when they work) and explosive (when they don't).;Un atelier encombre d'engrenages et d'inventions a moitie terminees. Les ingenieurs gnomes bricolent sans fin, creant des appareils brillants (quand ils fonctionnent) et explosifs (quand ils ne fonctionnent pas).;Uberfullte Werkstatt voller Zahnrader und halbfertiger Erfindungen. Brillant wenn sie funktionieren, explosiv wenn nicht.;;Taller abarrotado de engranajes e inventos a medio terminar. Brillante o explosivo.;;;;;;;;;x
ca_gnomish_invention_lab;Gnomish Invention Laboratory;Laboratoire d'Inventions Gnome;Gnomisches Erfindungslabor;;Laboratorio de Inventos Gnomico;;;;;;;;;x
ca_gnomish_invention_lab_desc;The pinnacle of gnomish engineering: a state-of-the-art laboratory where the most ambitious inventions take shape. Flying machines, shrink rays, and world enlargers are commonplace here. Safety regulations are... optional.;Le sommet de l'ingenierie gnome : un laboratoire ultramoderne ou les inventions les plus ambitieuses prennent forme. Les reglements de securite sont... optionnels.;Spitze gnomischer Ingenieurskunst. Sicherheitsvorschriften sind... optional.;;La cima de la ingenieria gnomica. Las regulaciones de seguridad son... opcionales.;;;;;;;;;x
ca_bloodelf_arcane_bazaar;Arcane Bazaar;Bazar Arcanique;Arkaner Basar;;Bazar Arcano;;;;;;;;;x
ca_bloodelf_arcane_bazaar_desc;An opulent market where Sin'dorei merchants trade in enchanted goods, arcane reagents, and magical luxuries. The golden spires of the bazaar reflect the blood elves' refined taste and addiction to magical power.;Un marche opulent ou les marchands Sin'dorei commercent des biens enchantes, reactifs arcaniques et luxes magiques.;Opulenter Markt fur verzauberte Waren. Die goldenen Türme spiegeln den Geschmack der Blutelfen.;;Un mercado opulento donde mercaderes Sin'dorei comercian bienes encantados.;;;;;;;;;x
ca_bloodelf_mana_forge;Mana Forge;Forge de Mana;Manaschmiede;;Forja de Mana;;;;;;;;;x
ca_bloodelf_mana_forge_desc;A crystalline structure that focuses and channels raw arcane energy into usable mana. The blood elves' answer to their magical addiction, the Mana Forge provides a steady stream of power that feeds the insatiable hunger of the Sin'dorei.;Une structure cristalline qui concentre et canalise l'energie arcanique brute en mana utilisable. La reponse des elfes de sang a leur dependance magique.;Kristalline Struktur die Arkane Energie zu Mana macht. Die Antwort der Blutelfen auf ihre Sucht.;;Estructura cristalina que canaliza energia arcana en mana utilizable.;;;;;;;;;x
ca_arcane_emporium;Arcane Emporium;Emporium Arcanique;Arkanes Emporium;;Emporio Arcano;;;;;;;;;x
ca_arcane_emporium_desc;A grand emporium dealing in all manner of magical goods: wands, scrolls, potions, reagents, and enchanted trinkets. Mages and scholars from across the realm come to browse its shelves.;Un grand emporium traitant de toutes sortes de biens magiques : baguettes, parchemins, potions, reactifs et bibelots enchantes.;Grosses Emporium fur magische Waren aller Art. Zauberstabe, Schriftrollen, Tränke und Schmuck.;;Gran emporio de bienes magicos: varitas, pergaminos, pociones y amuletos.;;;;;;;;;x
ca_enchanting_workshop;Enchanting Workshop;Atelier d'Enchantement;Verzauberungswerkstatt;;Taller de Encantamiento;;;;;;;;;x
ca_enchanting_workshop_desc;A specialized workshop where enchanters imbue weapons, armor, and jewelry with magical properties. Disenchanting services also available - turn unwanted magical items into valuable essences and shards.;Un atelier specialise ou les enchanteurs impregnent armes, armures et bijoux de proprietes magiques. Services de desenchantement egalement disponibles.;Spezialisierte Werkstatt fur magische Verbesserungen. Entzauberung ebenfalls verfügbar.;;Taller donde encantadores imbuyen armas y armaduras con propiedades magicas.;;;;;;;;;x
