CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_t05.11.desc;Ras Frostwhisper, a powerful lich, guards the deeper chambers of Scholomance. Ice crystals form in the air around him as he channels frost magic of devastating power. His phylactery glows faintly in the shadows. "Another fool seeking knowledge? Let me teach you the cold embrace of death.";Ras Frostwhisper, une puissante liche, garde les chambres profondes de Scholomance. Des cristaux de glace se forment dans l'air.;Ras Frostwhisper, ein machtiger Lich, bewacht die tieferen Kammern. Eiskristalle bilden sich in der Luft.;;Ras Frostwhisper, un poderoso lich, guarda las camaras profundas de Scholomance.;;;;;;;;;x
hoa_t05.11.a;Ras Frostwhisper's phylactery is shattered! The path to Gandling opens!;Le phylactere de Ras Frostwhisper est brise ! Le chemin vers Gandling s'ouvre !;Ras Frostwhispers Phylakterion ist zerstort!;;El filacterio de Ras Frostwhisper esta destruido!;;;;;;;;;x
hoa_t05.11.b;Frostwhisper's ice magic freezes us solid. We barely thaw in time to escape.;La magie de glace de Frostwhisper nous gele. Nous degelons a peine a temps pour fuir.;Frostwhispers Eismagie friert uns ein. Knappe Flucht.;;La magia de hielo nos congela. Apenas escapamos.;;;;;;;;;x
hoa_t05.12.desc;Darkmaster Gandling, headmaster of Scholomance, stands in his lecture hall surrounded by spectral students. The most powerful necromancer to emerge from Kel'Thuzad's school, he commands legions of undead with a wave of his staff. "Class is in session. Today's lesson: YOUR death.";Darkmaster Gandling, directeur de Scholomance, se tient dans sa salle de cours entoure d'etudiants spectraux. "Le cours commence. La lecon du jour : VOTRE mort.";Darkmaster Gandling steht in seinem Horsaal. "Heute steht auf dem Stundenplan: EUER Tod.";;Darkmaster Gandling espera en su salon de clases. "Leccion de hoy: VUESTRA muerte.";;;;;;;;;x
hoa_t05.12.a;Gandling is defeated! His dark knowledge is ours! Scholomance falls!;Gandling est vaincu ! Sa connaissance noire est a nous ! Scholomance tombe !;Gandling ist besiegt! Sein dunkles Wissen ist unser!;;Gandling ha sido derrotado! Su conocimiento oscuro es nuestro!;;;;;;;;;x
hoa_t05.12.b;Gandling's necromancy is beyond our ability to counter. We flee the school.;La necromancie de Gandling depasse nos capacites. Nous fuyons l'ecole.;Gandlings Nekromantie ubersteigt unsere Fahigkeiten. Flucht.;;La nigromancia de Gandling supera nuestras capacidades. Huimos.;;;;;;;;;x
hoa_t05.20.desc;Upper Blackrock Spire towers above the volcanic depths below. The Black Dragonflight's minions patrol the Rookery alongside Rend Blackhand's Dark Horde forces. Dragon whelps screech from their nests as dragonkin guards raise the alarm.;Le Pic Superieur de Blackrock s'eleve au-dessus des profondeurs volcaniques. Les serviteurs du Vol Noir patrouillent la Fauconnerie aux cotes des forces de la Horde Noire de Rend Main-Noire.;Die Obere Blackrock Spitze erhebt sich uber den vulkanischen Tiefen. Drachenwelpen kreischen in ihren Nestern.;;La Cumbre Superior de Roca Negra se alza sobre las profundidades volcanicas.;;;;;;;;;x
hoa_t05.20.a;The Rookery is secured! Press deeper toward Rend Blackhand!;La Fauconnerie est securisee ! Avancez vers Rend Main-Noire !;Die Brutanstalt ist gesichert! Weiter zu Rend Schwarzfaust!;;La Incubadora esta asegurada! Avancemos hacia Rend!;;;;;;;;;x
hoa_t05.20.b;The dragonkin are too fierce! Their flames drive us back! Retreat!;Les draconiens sont trop feroces ! Leurs flammes nous repoussent ! Retraite !;Die Drachkin sind zu wild! Ruckzug!;;Los draconidos son muy feroces! Sus llamas nos repelen! Retirada!;;;;;;;;;x
hoa_t05.20.c;The volcanic heat and dragon fire make this assault foolish. Pull back.;La chaleur volcanique et le feu des dragons rendent cet assaut insense. Repli.;Vulkanhitze und Drachenfeuer machen den Angriff unmoglich.;;El calor volcanico hace este asalto insensato. Retirada.;;;;;;;;;x
hoa_t05.21.desc;The Beast, a massive core hound, guards the path to Rend Blackhand's throne room. The three-headed monster fills the corridor with flame and toxic breath. Its hide is nearly impervious to normal weapons. You must find a way past this guardian.;La Bete, un immense chien du noyau, garde le passage vers la salle du trone de Rend Main-Noire. Le monstre a trois tetes remplit le couloir de flammes et de souffle toxique.;Die Bestie, ein gewaltiger Kernhund, bewacht den Weg zu Rends Thronsaal. Drei Kopfe speien Feuer.;;La Bestia, un enorme perro del nucleo, guarda el camino al trono de Rend.;;;;;;;;;x
hoa_t05.21.a;The Beast is slain! Its fiery heads lie still! Rend awaits!;La Bete est tuee ! Ses tetes enflammees sont immobiles ! Rend attend !;Die Bestie ist erlegt! Rend wartet!;;La Bestia ha muerto! Rend espera!;;;;;;;;;x
hoa_t05.21.b;The Beast's flame breath incinerates our front line. We cannot advance!;Le souffle de flammes de la Bete incinere notre premiere ligne. Impossible d'avancer !;Der Feueratem vernichtet unsere Frontlinie. Kein Vorankommen!;;El aliento de fuego incinera nuestra linea frontal. Retirada!;;;;;;;;;x
hoa_t05.22.desc;Warchief Rend Blackhand, leader of the Dark Horde, sits atop his massive black drake Gyth in the arena. "I am the true Warchief! The Dark Horde will crush all who oppose me!" He charges on dragonback, his warriors roaring behind him. This is the battle for Blackrock Spire.;Le Chef de Guerre Rend Main-Noire, chef de la Horde Noire, trone sur son drake noir Gyth dans l'arene. "Je suis le vrai Chef de Guerre ! La Horde Noire ecrasera tous ceux qui s'opposent a moi !";Kriegshäuptling Rend Schwarzfaust reitet seinen Drachen Gyth. "Ich bin der wahre Kriegshäuptling!";;Jefe de Guerra Rend Mano Negra monta su draco Gyth. "Yo soy el verdadero Jefe de Guerra!";;;;;;;;;x
hoa_t05.22.a;Rend Blackhand falls from his drake! The Dark Horde is broken! Victory!;Rend Main-Noire tombe de son drake ! La Horde Noire est brisee ! Victoire !;Rend Schwarzfaust sturzt von seinem Drachen! Sieg!;;Rend Mano Negra cae de su draco! La Horda Oscura esta rota! Victoria!;;;;;;;;;x
hoa_t05.22.b;Rend's drake Gyth incinerates our ranks. The Dark Horde overwhelms us. Defeat.;Le drake Gyth de Rend incinere nos rangs. La Horde Noire nous submerge. Defaite.;Rends Drache Gyth vernichtet unsere Reihen. Niederlage.;;El draco Gyth de Rend incinera nuestras filas. Derrota.;;;;;;;;;x
hoa_t05.30.desc;The ancient troll city of Zul'Gurub rises from the jungle of Stranglethorn Vale. Within, the Gurubashi trolls perform dark blood rituals to summon Hakkar the Soulflayer. The High Priests of the Primal Gods channel their power to resist the Blood God. You must defeat them first.;L'ancienne cite troll de Zul'Gurub s'eleve de la jungle du Val de Strangleronce. Les trolls Gurubashi effectuent de sombres rituels de sang pour invoquer Hakkar l'Ecorcheur d'Ames.;Die alte Trollstadt Zul'Gurub erhebt sich aus dem Dschungel. Dunkle Blutrituale beschworen Hakkar.;;La antigua ciudad trol de Zul'Gurub se alza en la jungla de Vega de Tuercespina.;;;;;;;;;x
hoa_t05.30.a;The High Priests fall! We push deeper toward Hakkar!;Les Grands Pretres tombent ! On avance vers Hakkar !;Die Hohepriester fallen! Weiter zu Hakkar!;;Los Altos Sacerdotes caen! Avanzamos hacia Hakkar!;;;;;;;;;x
hoa_t05.30.b;The voodoo magic of the High Priests overwhelms our warriors! Retreat!;La magie vaudou des Grands Pretres submerge nos guerriers ! Retraite !;Die Voodoo-Magie uberwaltigt uns! Ruckzug!;;La magia vudu de los Sacerdotes nos supera! Retirada!;;;;;;;;;x
hoa_t05.30.c;The blood rituals are too dangerous. We withdraw from the temple.;Les rituels de sang sont trop dangereux. On quitte le temple.;Die Blutrituale sind zu gefahrlich. Ruckzug.;;Los rituales de sangre son muy peligrosos. Nos retiramos.;;;;;;;;;x
hoa_t05.31.desc;Jin'do the Hexxer, the most powerful witch doctor in Zul'Gurub, stands before the altar of Hakkar. Shadow magic swirls around him as he summons undead trolls and hexes your champions. "Da spirits be with me! You cannot stop what is coming!" His totems pulse with dark energy.;Jin'do le Maledicteur, le plus puissant sorcier docteur de Zul'Gurub, se tient devant l'autel d'Hakkar. "Les esprits sont avec moi !";Jin'do the Hexxer, the most powerful witch doctor in Zul'Gurub, stands before the altar of Hakkar. Shadow magic swirls around him as he summons undead trolls and hexes your champions. "Da spirits be with me! You cannot stop what is coming!" His totems pulse with dark energy.;Jin'do der Hexer steht am Altar Hakkars. "Die Geister sind mit mir!";Jin'do the Hexxer, the most powerful witch doctor in Zul'Gurub, stands before the altar of Hakkar. Shadow magic swirls around him as he summons undead trolls and hexes your champions. "Da spirits be with me! You cannot stop what is coming!" His totems pulse with dark energy.;Jin'do el Hechicero esta ante el altar de Hakkar. "Los espiritus estan conmigo!";;;;;;;;;x
hoa_t05.31.a;Jin'do's hexes are broken! The path to Hakkar is clear!;Les malefices de Jin'do sont brises ! Le chemin vers Hakkar est libre !;Jin'dos Flüche sind gebrochen! Der Weg zu Hakkar ist frei!;;Los maleficios de Jin'do estan rotos! El camino a Hakkar esta libre!;;;;;;;;;x
hoa_t05.31.b;Jin'do's shadow magic hexes our best champions. We cannot fight on.;La magie d'ombre de Jin'do ensorcelle nos meilleurs champions. Impossible de continuer.;Jin'dos Schattenmagie verhext unsere besten Kampfer. Ruckzug.;;La magia de sombras de Jin'do maldice a nuestros campeones. No podemos seguir.;;;;;;;;;x
hoa_t05.32.desc;HAKKAR THE SOULFLAYER rises before you in his full terrible glory. The Blood God of the Gurubashi trolls, his wings spread wide as blood magic pours from his serpentine form. "I am the Blood God! Your souls will feed my eternal hunger!" He drains the very life force from the air around you.;HAKKAR L'ECORCHEUR D'AMES se dresse dans toute sa terrible gloire. Le Dieu du Sang des trolls Gurubashi deploie ses ailes tandis que la magie du sang coule de sa forme serpentine. "Je suis le Dieu du Sang ! Vos ames nourriront ma faim eternelle !";HAKKAR DER SEELENSCHINDER erhebt sich. "Ich bin der Blutgott! Eure Seelen werden meinen ewigen Hunger stillen!";;HAKKAR EL DESOLLADOR DE ALMAS se alza. "Soy el Dios de la Sangre! Vuestras almas alimentaran mi hambre eterna!";;;;;;;;;x
hoa_t05.32.a;HAKKAR IS SLAIN! The Blood God falls! The Soulflayer's curse is lifted from Zul'Gurub! You are a legend!;HAKKAR EST TUE ! Le Dieu du Sang tombe ! La malediction de l'Ecorcheur d'Ames est levee de Zul'Gurub ! Vous etes une legende !;HAKKAR IST BESIEGT! Der Blutgott fallt! Ihr seid eine Legende!;;HAKKAR HA CAIDO! El Dios de la Sangre cae! Eres una leyenda!;;;;;;;;;x
hoa_t05.32.b;Hakkar's blood drain is inescapable. The Blood God feeds on your champions. You barely survive the retreat.;Le drain de sang d'Hakkar est ineluctable. Le Dieu du Sang se nourrit de vos champions. Vous survivez a peine a la retraite.;Hakkars Blutmagie ist unausweichlich. Knappe Flucht.;;El drenaje de sangre de Hakkar es inevitable. Apenas sobrevives la retirada.;;;;;;;;;x
