hoa_scheme_30_desc;Your spies begin investigating the target's private life, searching for any compromising information.;Vos espions enquetent sur la vie privee de la cible.;;;;;;;;;;;;x
hoa_scheme_30_a;Find their weakness;Trouvez leur faiblesse;;;;;;;;;;;;x
hoa_scheme_31_title;Leverage Acquired!;Levier Acquis!;;;;;;;;;;;;x
hoa_scheme_31_desc;Your agents have uncovered damning evidence. The target is now in your power.;Vos agents ont decouvert des preuves accablantes.;;;;;;;;;;;;x
hoa_scheme_31_a;Pay up or be exposed;Payez ou soyez expose;;;;;;;;;;;;x
hoa_scheme_31_b;Swear loyalty to me;Jurez-moi fidelite;;;;;;;;;;;;x
hoa_scheme_32_title;Some Useful Info;Quelques Infos Utiles;;;;;;;;;;;;x
hoa_scheme_32_desc;Your investigation yielded some minor dirt but nothing truly devastating.;Votre enquete a revele quelques details mineurs mais rien de devastateur.;;;;;;;;;;;;x
hoa_scheme_32_a;It will have to do;Ca devra suffire;;;;;;;;;;;;x
hoa_scheme_33_title;Counter-Blackmail!;Contre-Chantage!;;;;;;;;;;;;x
hoa_scheme_33_desc;In investigating the target, your agents accidentally revealed YOUR secrets. Now they have leverage on you.;En enquetant, vos agents ont accidentellement revele VOS secrets.;;;;;;;;;;;;x
hoa_scheme_33_a;How did this happen?;Comment est-ce arrive?;;;;;;;;;;;;x
hoa_scheme_40_title;The Poison is Prepared;Le Poison est Prepare;;;;;;;;;;;;x
hoa_scheme_40_desc;A vial of slow-acting poison has been crafted. Your agents move to deliver it.;Une fiole de poison a action lente a ete preparee.;;;;;;;;;;;;x
hoa_scheme_40_a;Deliver the poison;Livrez le poison;;;;;;;;;;;;x
hoa_scheme_41_title;Target Eliminated;Cible Eliminee;;;;;;;;;;;;x
hoa_scheme_41_desc;The poison took effect. The target has fallen ill and perished. No one suspects your involvement.;Le poison a fait effet. La cible est tombee malade et a peri.;;;;;;;;;;;;x
hoa_scheme_41_a;One less problem;Un probleme de moins;;;;;;;;;;;;x
hoa_scheme_42_title;Target Weakened;Cible Affaiblie;;;;;;;;;;;;x
hoa_scheme_42_desc;The poison took partial effect. The target survived but is significantly weakened.;Le poison n'a fait qu'un effet partiel.;;;;;;;;;;;;x
hoa_scheme_42_a;They'll suffer for a while;Ils souffriront un moment;;;;;;;;;;;;x
hoa_scheme_43_title;Poison Intercepted;Poison Intercepte;;;;;;;;;;;;x
hoa_scheme_43_desc;A loyal servant tasted the poison before it reached the target. Your plot is exposed.;Un serviteur loyal a goute le poison avant qu'il n'atteigne la cible.;;;;;;;;;;;;x
hoa_scheme_43_a;This will haunt me;Cela me hantera;;;;;;;;;;;;x
hoa_scheme_44_title;Self-Poisoned!;Auto-Empoisonne!;;;;;;;;;;;;x
hoa_scheme_44_desc;In a terrible irony, you accidentally exposed yourself to the poison during preparation.;Par une terrible ironie, vous vous etes accidentellement expose au poison.;;;;;;;;;;;;x
hoa_scheme_44_a;The pain is excruciating;La douleur est atroce;;;;;;;;;;;;x
hoa_scheme_50_title;The Abduction Plan;Le Plan d'Enlevement;;;;;;;;;;;;x
hoa_scheme_50_desc;Your agents have scouted the target's movements. They are ready to strike.;Vos agents ont etudie les deplacements de la cible.;;;;;;;;;;;;x
hoa_scheme_50_a;Execute the plan;Executez le plan;;;;;;;;;;;;x
hoa_scheme_51_title;Target Captured!;Cible Capturee!;;;;;;;;;;;;x
hoa_scheme_51_desc;Your agents successfully abducted the target. They are now your prisoner.;Vos agents ont reussi a enlever la cible.;;;;;;;;;;;;x
hoa_scheme_51_a;Bring them to me;Amenez-les moi;;;;;;;;;;;;x
hoa_scheme_52_title;Target Escaped;La Cible s'est Echappee;;;;;;;;;;;;x
hoa_scheme_52_desc;The target managed to escape your agents. The operation was a costly failure.;La cible a reussi a echapper a vos agents.;;;;;;;;;;;;x
hoa_scheme_52_a;A waste of resources;Un gaspillage de ressources;;;;;;;;;;;;x
hoa_scheme_53_title;Agents Captured!;Agents Captures!;;;;;;;;;;;;x
hoa_scheme_53_desc;Your own agents were caught and imprisoned. They will likely reveal your involvement.;Vos propres agents ont ete captures et emprisonnes.;;;;;;;;;;;;x
hoa_scheme_53_a;This is a disaster;C'est un desastre;;;;;;;;;;;;x
hoa_scheme_60_title;The Ritual Begins;Le Rituel Commence;;;;;;;;;;;;x
hoa_scheme_60_desc;You gather the forbidden components and begin the dark ritual, channeling arcane energies against your target.;Vous rassemblez les composants interdits et commencez le rituel sombre.;;;;;;;;;;;;x
hoa_scheme_60_a;Let the dark magic flow;Laissez la magie noire couler;;;;;;;;;;;;x
hoa_scheme_61_title;Devastating Curse!;Malediction Devastatrice!;;;;;;;;;;;;x
hoa_scheme_61_desc;The ritual succeeds beyond expectations. A terrible curse falls upon your target's lands and people.;Le rituel depasse les attentes. Une terrible malediction s'abat sur les terres de votre cible.;;;;;;;;;;;;x
hoa_scheme_61_a;They will suffer for crossing me;Ils souffriront pour m'avoir defie;;;;;;;;;;;;x
hoa_scheme_62_title;Partial Effect;Effet Partiel;;;;;;;;;;;;x
hoa_scheme_62_desc;The ritual produced some effect but not the devastating curse you hoped for.;Le rituel a produit un certain effet mais pas la malediction devastatrice esperee.;;;;;;;;;;;;x
hoa_scheme_62_a;The magic was not strong enough;La magie n'etait pas assez puissante;;;;;;;;;;;;x
hoa_scheme_63_title;Ritual Backfire;Rituel Retourne;;;;;;;;;;;;x
hoa_scheme_63_desc;The dark energies spiraled out of control and turned against you. Your mind and body are scarred.;Les energies sombres ont echappe a tout controle.;;;;;;;;;;;;x
hoa_scheme_63_a;The darkness consumes me;Les tenebres me consument;;;;;;;;;;;;x
hoa_scheme_64_title;Demonic Backlash!;Contrecoup Demoniaque!;;;;;;;;;;;;x
hoa_scheme_64_desc;The ritual attracted the attention of malevolent entities. They punished your hubris severely.;Le rituel a attire l'attention d'entites malveillantes.;;;;;;;;;;;;x
hoa_scheme_64_a;I should never have tried this;Je n'aurais jamais du essayer;;;;;;;;;;;;x
hoa_scheme_70_title;Setting Up Routes;Mise en Place des Routes;;;;;;;;;;;;x
hoa_scheme_70_desc;Your agents scout hidden paths and corrupt border guards to establish smuggling routes.;Vos agents repaient des chemins caches et corrompent des gardes-frontieres.;;;;;;;;;;;;x
hoa_scheme_70_a;Build the network;Construisez le reseau;;;;;;;;;;;;x
hoa_scheme_71_title;Smuggling Network Established!;Reseau de Contrebande Etabli!;;;;;;;;;;;;x
hoa_scheme_71_desc;A profitable smuggling operation is now running under your realm. Gold flows in regularly.;Un reseau de contrebande profitable fonctionne maintenant sous votre royaume.;;;;;;;;;;;;x
hoa_scheme_71_a;The gold flows;L'or coule;;;;;;;;;;;;x
hoa_scheme_72_title;Small-Time Operation;Operation de Petite Envergure;;;;;;;;;;;;x
hoa_scheme_72_desc;Only a small smuggling operation could be established. It provides modest income.;Seule une petite operation de contrebande a pu etre etablie.;;;;;;;;;;;;x
hoa_scheme_72_a;Better than nothing;Mieux que rien;;;;;;;;;;;;x
hoa_scheme_73_title;Smuggling Ring Busted!;Reseau de Contrebande Demantele!;;;;;;;;;;;;x
hoa_scheme_73_desc;Your smuggling operation was discovered and shut down. Your reputation takes a hit.;Votre operation de contrebande a ete decouverte et demantelee.;;;;;;;;;;;;x
hoa_scheme_73_a;Clean up the evidence;Nettoyez les preuves;;;;;;;;;;;;x
hoa_scheme_80_title;Preparations for the Coup;Preparations du Coup d'Etat;;;;;;;;;;;;x
hoa_scheme_80_desc;You secretly contact like-minded nobles and military commanders, planning the overthrow.;Vous contactez secretement des nobles et des commandants militaires allies.;;;;;;;;;;;;x
hoa_scheme_80_a;The time for action approaches;Le moment d'agir approche;;;;;;;;;;;;x
hoa_scheme_81_title;The Coup Succeeds!;Le Coup d'Etat Reussit!;;;;;;;;;;;;x
hoa_scheme_81_desc;Your forces seize the capital! The old regime falls and you take power!;Vos forces s'emparent de la capitale! L'ancien regime tombe!;;;;;;;;;;;;x
hoa_scheme_81_a;The throne is mine!;Le trone est a moi!;;;;;;;;;;;;x
hoa_scheme_82_title;Concessions Won;Concessions Obtenues;;;;;;;;;;;;x
hoa_scheme_82_desc;The coup was not entirely successful, but your show of force extracted significant concessions.;Le coup n'a pas entierement reussi, mais votre demonstration de force a extrait des concessions.;;;;;;;;;;;;x
hoa_scheme_82_a;We gained some ground;Nous avons gagne du terrain;;;;;;;;;;;;x
hoa_scheme_83_title;The Coup Fails!;Le Coup d'Etat Echoue!;;;;;;;;;;;;x
hoa_scheme_83_desc;Your plot was discovered before you could act. The retaliation is swift and brutal.;Votre complot a ete decouvert avant que vous ne puissiez agir.;;;;;;;;;;;;x
hoa_scheme_83_a;I should have planned better;J'aurais du mieux planifier;;;;;;;;;;;;x
