CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_bureau_inscription_desc;A bureau where magical scribes write spell scrolls, enhancement glyphs and enchanted contracts. Special ink made from magical pigments allows fixing spells on paper. Teleportation scrolls and magical maps are in high demand.;Un bureau ou les scribes et calligraphes magiques redigent des parchemins de sorts, des glyphes d'amelioration et des contrats enchantes.;Ein Buero, in dem magische Schreiber Spruchrollen, Verstaerkungsglyphen und verzauberte Vertraege anfertigen. Spezielle Tinte aus magischen Pigmenten fixiert Zauber auf Papier. Teleportationsrollen und magische Karten sind bei Abenteurern besonders gefragt.;;Una oficina donde escribas magicos redactan pergaminos de hechizos, glifos de mejora y contratos encantados. Tinta especial hecha de pigmentos magicos permite fijar hechizos en papel. Los pergaminos de teletransportacion y mapas magicos tienen gran demanda.;;;;;;;;;x
hoa_atelier_joaillerie_1;Jewelcrafting Workshop;Atelier de Joaillerie;Juwelenschleiferwerkstatt;;Taller de Joyeria;;;;;;;;;x
hoa_atelier_joaillerie_2;Superior Jewelcrafting Workshop;Atelier de Joaillerie Superieur;Ueberlegene Juwelenschleiferwerkstatt;;Taller de Joyeria Superior;;;;;;;;;x
hoa_atelier_joaillerie_3;Grand Jewelcrafting Workshop;Grand Atelier de Joaillerie;Grosse Juwelenschleiferwerkstatt;;Gran Taller de Joyeria;;;;;;;;;x
hoa_atelier_joaillerie_desc;A workshop where jewelers cut raw gems into enchanted precious stones. Each gem is infused with specific magical properties: power, agility, endurance, haste. The finest arcane prisms and enchanted jewelry are reserved for the wealthiest lords.;Un atelier ou les joailliers taillent des gemmes brutes en pierres precieuses enchantees.;Eine Werkstatt, in der Juweliere rohe Edelsteine zu verzauberten Edelsteinen schleifen. Jeder Edelstein wird mit spezifischen magischen Eigenschaften durchdrungen: Kraft, Beweglichkeit, Ausdauer, Eile. Die feinsten arkanen Prismen sind den reichsten Herren vorbehalten.;;Un taller donde los joyeros tallan gemas en bruto en piedras preciosas encantadas. Cada gema se infunde con propiedades magicas especificas: poder, agilidad, resistencia, celeridad. Los prismas arcanos mas finos se reservan para los senores mas adinerados.;;;;;;;;;x
hoa_service_portails_1;Portal Service;Service de Portails;Portaldienst;;Servicio de Portales;;;;;;;;;x
hoa_service_portails_2;Superior Portal Service;Service de Portails Superieur;Ueberlegener Portaldienst;;Servicio de Portales Superior;;;;;;;;;x
hoa_service_portails_3;Grand Portal Network;Grand Reseau de Portails;Grosses Portalnetzwerk;;Gran Red de Portales;;;;;;;;;x
hoa_service_portails_desc;A commercial service where mages open teleportation portals for merchants, diplomats and adventurers. Each portal enables instant transport of goods across Azeroth, eliminating travel dangers. The portal network is the backbone of intercontinental magical trade.;Un service commercial ou des mages ouvrent des portails de teleportation pour les marchands, diplomates et aventuriers.;Ein kommerzieller Dienst, wo Magier Teleportationsportale fuer Haendler, Diplomaten und Abenteurer oeffnen. Jedes Portal ermoeglicht den sofortigen Transport von Waren quer durch Azeroth. Das Portalnetzwerk ist das Rueckgrat des interkontinentalen magischen Handels.;;Un servicio comercial donde los magos abren portales de teletransportacion para mercaderes, diplomaticos y aventureros. Cada portal permite el transporte instantaneo de mercancias por todo Azeroth. La red de portales es la columna vertebral del comercio magico intercontinental.;;;;;;;;;x
hoa_sanctuaire_guerison_1;Healing Sanctuary;Sanctuaire de Guerison;Heilungsheiligtum;;Santuario de Curacion;;;;;;;;;x
hoa_sanctuaire_guerison_2;Major Healing Sanctuary;Sanctuaire de Guerison Majeur;Grosses Heilungsheiligtum;;Santuario de Curacion Mayor;;;;;;;;;x
hoa_sanctuaire_guerison_3;Grand Healing Sanctuary;Grand Sanctuaire de Guerison;Grosses Heilungsheiligtum;;Gran Santuario de Curacion;;;;;;;;;x
hoa_sanctuaire_guerison_desc;A sacred place where priests and druids offer magical healing to the sick and wounded. Blessed waters purify infections, Light magic repairs broken bones, and druidic herbs cure poisoning. The sanctuary attracts pilgrims and patients from across the region.;Un lieu sacre ou pretres et druides offrent des soins magiques aux malades et aux blesses.;Ein heiliger Ort, wo Priester und Druiden Kranken und Verwundeten magische Heilung anbieten. Gesegnete Wasser reinigen Infektionen, Lichtmagie repariert gebrochene Knochen und druidische Kraeuter heilen Vergiftungen. Das Heiligtum zieht Pilger und Patienten aus der ganzen Region an.;;Un lugar sagrado donde sacerdotes y druidas ofrecen curacion magica a enfermos y heridos. Las aguas benditas purifican infecciones, la magia de la Luz repara huesos rotos y las hierbas druidicas curan envenenamientos. El santuario atrae peregrinos y pacientes de toda la region.;;;;;;;;;x
hoa_academie_demonologie_1;Demonology Academy;Academie de Demonologie;Daemonologie-Akademie;;Academia de Demonologia;;;;;;;;;x
hoa_academie_demonologie_2;Superior Demonology Academy;Academie de Demonologie Superieure;Ueberlegene Daemonologie-Akademie;;Academia de Demonologia Superior;;;;;;;;;x
hoa_academie_demonologie_3;Grand Demonology Academy;Grande Academie de Demonologie;Grosse Daemonologie-Akademie;;Gran Academia de Demonologia;;;;;;;;;x
hoa_academie_demonologie_desc;A dark academy where warlocks study the forbidden arts of demonic summoning. Pacts with minor demons provide free labor and occult knowledge. Extremely lucrative but dangerous: demonic revolts and fel corruption are permanent risks.;Une academie sombre ou les demonistes etudient les arts interdits de l'invocation demoniaque.;Eine dunkle Akademie, wo Hexenmeister die verbotenen Kuenste der daemonischen Beschwoerung studieren. Pakte mit geringeren Daemonen bieten kostenlose Arbeitskraefte und okkultes Wissen. Aeusserst lukrativ aber gefaehrlich: daemonische Revolten und Teufelsverderbnis sind staendige Risiken.;;Una academia oscura donde los brujos estudian las artes prohibidas de la invocacion demoniaca. Los pactos con demonios menores proporcionan mano de obra gratuita y conocimiento oculto. Extremadamente lucrativo pero peligroso: las revueltas demoniacas y la corrupcion vil son riesgos permanentes.;;;;;;;;;x
hoa_cercle_druidique_1;Druidic Circle;Cercle Druidique;Druidenkreis;;Circulo Druidico;;;;;;;;;x
hoa_cercle_druidique_2;Major Druidic Circle;Cercle Druidique Majeur;Grosser Druidenkreis;;Circulo Druidico Mayor;;;;;;;;;x
hoa_cercle_druidique_3;Grand Druidic Circle;Grand Cercle Druidique;Grosser Druidenkreis;;Gran Circulo Druidico;;;;;;;;;x
hoa_cercle_druidique_desc;A sacred grove where druids commune with nature and cultivate magical plants. Rare herbs harvested in the circle are used to make remedies, poisons and alchemical catalysts of unmatched purity. Druidic magic enriches the land, increasing harvests throughout the region.;Un bosquet sacre ou les druides communient avec la nature et cultivent des plantes magiques.;Ein heiliger Hain, wo Druiden mit der Natur kommunizieren und magische Pflanzen kultivieren. Seltene Kraeuter aus dem Kreis dienen zur Herstellung von Heilmitteln, Giften und Katalysatoren unvergleichlicher Reinheit. Druidische Magie bereichert das Land und steigert die Ernten in der gesamten Region.;;Una arboleda sagrada donde los druidas comulgan con la naturaleza y cultivan plantas magicas. Las hierbas raras cosechadas en el circulo se usan para preparar remedios, venenos y catalizadores alquimicos de pureza inigualable. La magia druidica enriquece la tierra, aumentando las cosechas en toda la region.;;;;;;;;;x
hoa_nexus_elementaire_1;Elemental Nexus;Nexus Elementaire;Elementarnexus;;Nexo Elemental;;;;;;;;;x
hoa_nexus_elementaire_2;Superior Elemental Nexus;Nexus Elementaire Superieur;Ueberlegener Elementarnexus;;Nexo Elemental Superior;;;;;;;;;x
hoa_nexus_elementaire_3;Grand Elemental Nexus;Grand Nexus Elementaire;Grosser Elementarnexus;;Gran Nexo Elemental;;;;;;;;;x
hoa_nexus_elementaire_desc;A site where shamans channel the power of the elements: fire, water, earth and air. Bound elementals serve as labor in mines, forges and agriculture. Shamans also sell elemental weapon enchantments and protection against natural disasters.;Un site ou les chamanes canalisent la puissance des elements : feu, eau, terre et air.;Ein Ort, an dem Schamanen die Macht der Elemente lenken: Feuer, Wasser, Erde und Luft. Gebundene Elementare dienen als Arbeitskraefte in Minen, Schmieden und Landwirtschaft. Schamanen verkaufen auch elementare Waffenverzauberungen und Schutz vor Naturkatastrophen.;;Un sitio donde los chamanes canalizan el poder de los elementos: fuego, agua, tierra y aire. Los elementales vinculados sirven como mano de obra en minas, forjas y agricultura. Los chamanes tambien venden encantamientos elementales para armas y proteccion contra desastres naturales.;;;;;;;;;x
hoa_manufacture_golems_1;Golem Manufactory;Manufacture de Golems;Golemmanufaktur;;Manufactura de Golems;;;;;;;;;x
hoa_manufacture_golems_2;Superior Golem Manufactory;Manufacture de Golems Superieure;Ueberlegene Golemmanufaktur;;Manufactura de Golems Superior;;;;;;;;;x
hoa_manufacture_golems_3;Grand Golem Manufactory;Grande Manufacture de Golems;Grosse Golemmanufaktur;;Gran Manufactura de Golems;;;;;;;;;x
hoa_manufacture_golems_desc;A magical factory where artisans construct golems of stone, steel and arcane energy. These magical automata serve as tireless guardians, obedient workers and relentless soldiers. Each golem is animated by a mana core and obeys without question.;Une usine magique ou des artisans construisent des golems de pierre, d'acier et d'arcane.;Eine magische Fabrik, wo Handwerker Golems aus Stein, Stahl und arkaner Energie konstruieren. Diese magischen Automaten dienen als unermudliche Waechter, gehorsame Arbeiter und unerbittliche Soldaten. Jeder Golem wird von einem Manakern belebt und gehorcht ohne zu fragen.;;Una fabrica magica donde los artesanos construyen golems de piedra, acero y energia arcana. Estos automatas magicos sirven como guardianes incansables, trabajadores obedientes y soldados implacables. Cada golem esta animado por un nucleo de mana y obedece sin cuestionamiento.;;;;;;;;;x
hoa_bibliotheque_arcanique_1;Arcane Library;Bibliotheque Arcanique;Arkane Bibliothek;;Biblioteca Arcana;;;;;;;;;x
hoa_bibliotheque_arcanique_2;Grand Arcane Library;Grande Bibliotheque Arcanique;Grosse Arkane Bibliothek;;Gran Biblioteca Arcana;;;;;;;;;x
hoa_bibliotheque_arcanique_3;Supreme Arcane Library;Bibliotheque Arcanique Supreme;Hoechste Arkane Bibliothek;;Biblioteca Arcana Suprema;;;;;;;;;x
hoa_bibliotheque_arcanique_desc;A vast library filled with grimoires, ancient scrolls and artifacts of knowledge. Mages and scholars come from everywhere to consult its collections. The library produces spell copies, translations of ancient texts and fundamental research in arcane theory.;Une vaste bibliotheque remplie de grimoires, de rouleaux anciens et d'artefacts de savoir.;Eine riesige Bibliothek, gefuellt mit Grimoiren, alten Schriftrollen und Wissensartefakten. Magier und Gelehrte kommen von ueberall her, um ihre Sammlungen zu konsultieren. Die Bibliothek produziert Zauberkopien, Uebersetzungen alter Texte und Grundlagenforschung in arkaner Theorie.;;Una vasta biblioteca llena de grimorios, pergaminos antiguos y artefactos de conocimiento. Magos y eruditos vienen de todas partes para consultar sus colecciones. La biblioteca produce copias de hechizos, traducciones de textos antiguos e investigacion fundamental en teoria arcana.;;;;;;;;;x
hoa_tour_karazhan;Karazhan Tower;Tour de Karazhan;Turm von Karazhan;;Torre de Karazhan;;;;;;;;;x
hoa_tour_karazhan_desc;The legendary tower of Guardian Medivh, last of the Tirisfal Guardians. Karazhan is a nexus of ley lines of unimaginable power. Its library contains knowledge lost for millennia. Whoever controls Karazhan controls the supreme arcane knowledge of Azeroth.;La tour legendaire du Gardien Medivh, dernier de la lignee des Gardiens de Tirisfal.;Der legendaere Turm des Waechters Medivh, des letzten der Waechter von Tirisfal. Karazhan ist ein Nexus von Leylinien unvorstellbarer Macht. Seine Bibliothek enthaelt seit Jahrtausenden verlorenes Wissen. Wer Karazhan kontrolliert, kontrolliert das hoechste arkane Wissen Azeroths.;;La torre legendaria del Guardian Medivh, ultimo de los Guardianes de Tirisfal. Karazhan es un nexo de lineas ley de poder inimaginable. Su biblioteca contiene conocimientos perdidos durante milenios. Quien controla Karazhan controla el conocimiento arcano supremo de Azeroth.;;;;;;;;;x
hoa_forge_puits_soleil;Sunwell Forge;Forge du Puits de Soleil;Schmiede des Sonnenbrunnen;;Forja del Pozo del Sol;;;;;;;;;x
hoa_forge_puits_soleil_desc;The Sunwell, source of arcane power for the blood elves, restored by the grace of the Naaru M'uru. Its golden light bathes Quel'Thalas with vivifying energy. The Forge channels this power to create artifacts, enchantments and weapons of unmatched purity.;Le Puits de Soleil, source de pouvoir arcanique des elfes de sang, restaure par la grace de la Naaru M'uru.;Der Sonnenbrunnen, Quelle arkaner Macht der Blutelfen, wiederhergestellt durch die Gnade der Naaru M'uru. Sein goldenes Licht badet Quel'Thalas in belebender Energie. Die Schmiede kanalisiert diese Kraft, um Artefakte, Verzauberungen und Waffen von unvergleichlicher Reinheit zu erschaffen.;;El Pozo del Sol, fuente de poder arcano de los elfos de sangre, restaurado por la gracia de la Naaru M'uru. Su luz dorada bana Quel'Thalas con energia vivificante. La Forja canaliza este poder para crear artefactos, encantamientos y armas de pureza inigualable.;;;;;;;;;x
hoa_puits_lune_elune;Sacred Moonwell of Elune;Puits de Lune Sacre d'Elune;Heiliger Mondbrunnen von Elune;;Pozo Lunar Sagrado de Elune;;;;;;;;;x
hoa_puits_lune_elune_desc;The most sacred of all moonwells, blessed directly by Elune the Moon Goddess. Its silvered waters heal the gravest wounds, purify all corruption and repel undead and demons. The priestesses of Elune celebrate the most important rituals of the kaldorei here.;Le plus sacre de tous les puits de lune, beni directement par Elune la Deesse de la Lune.;Der heiligste aller Mondbrunnen, direkt von Elune, der Mondgoettin, gesegnet. Seine silbernen Wasser heilen die schwersten Wunden, reinigen jede Verderbnis und vertreiben Untote und Daemonen. Die Priesterinnen von Elune feiern hier die wichtigsten Rituale des Kaldorei-Volkes.;;El mas sagrado de todos los pozos lunares, bendecido directamente por Elune, la Diosa de la Luna. Sus aguas plateadas curan las heridas mas graves, purifican toda corrupcion y repelen a no-muertos y demonios. Las sacerdotisas de Elune celebran aqui los rituales mas importantes del pueblo kaldorei.;;;;;;;;;x
hoa_grande_forge_ironforge;Great Forge of Ironforge;Grande Forge d'Ironforge;Grosse Schmiede von Ironforge;;Gran Forja de Ironforge;;;;;;;;;x
hoa_grande_forge_ironforge_desc;The volcanic fire heart of Ironforge, where the lava itself serves as a forge. The finest dwarven smiths work here day and night, crafting mithril armor, thorium weapons and gunpowder cannons. The weapons forged here are legendary across all Azeroth.;Le coeur de feu volcanique d'Ironforge, ou la lave elle-meme sert de forge.;Das vulkanische Feuerherz von Ironforge, wo die Lava selbst als Schmiede dient. Die besten Zwergenschmiede arbeiten hier Tag und Nacht und fertigen Mithrilruestungen, Thoriumwaffen und Pulverkanonen. Die hier geschmiedeten Waffen sind in ganz Azeroth legendaer.;;El corazon de fuego volcanico de Ironforge, donde la lava misma sirve como forja. Los mejores herreros enanos trabajan aqui dia y noche, forjando armaduras de mithril, armas de torio y canones de polvora. Las armas forjadas aqui son legendarias en todo Azeroth.;;;;;;;;;x
hoa_ancre_dimensionnelle;Exodar Dimensional Anchor;Ancre Dimensionnelle de l'Exodar;Dimensionsanker des Exodar;;Ancla Dimensional del Exodar;;;;;;;;;x
hoa_ancre_dimensionnelle_desc;The technological heart of the Exodar, the draenei dimension-ship. The Naaru dimensional stabilization technology is so advanced it seems magical to other races. Crystal generators, interplanar communicators and dimensional shields are manufactured here.;Le coeur technologique de l'Exodar, le vaisseau-dimension des draenei.;Das technologische Herz des Exodar, des Dimensionsschiffs der Draenei. Die Naaru-Dimensionsstabilisierungstechnologie ist so fortgeschritten, dass sie anderen Voelkern magisch erscheint. Kristallgeneratoren, interplanare Kommunikatoren und Dimensionsschilde werden hier hergestellt.;;El corazon tecnologico del Exodar, la nave dimensional de los draenei. La tecnologia de estabilizacion dimensional de los Naaru es tan avanzada que parece magica para otras razas. Generadores de cristal, comunicadores interplanares y escudos dimensionales se fabrican aqui.;;;;;;;;;x
hoa_salle_trone_stormwind;Stormwind Throne Room;Salle du Trone de Stormwind;Thronsaal von Sturmwind;;Sala del Trono de Ventormenta;;;;;;;;;x
hoa_salle_trone_stormwind_desc;The political heart of the human Alliance. The Stormwind Throne Room is where the great decisions shaping Azeroth's fate are made. Ambassadors of all allied races gather here. The capital's commerce thrives under the Stormwind Guard's protection.;Le coeur politique de l'Alliance humaine.;Das politische Herz der menschlichen Allianz. Im Thronsaal von Sturmwind werden die grossen Entscheidungen getroffen, die das Schicksal Azeroths formen. Botschafter aller verbuendeten Voelker versammeln sich hier. Der Handel der Hauptstadt gedeiht unter dem Schutz der Sturmwindgarde.;;El corazon politico de la Alianza humana. La Sala del Trono de Ventormenta es donde se toman las grandes decisiones que forjan el destino de Azeroth. Los embajadores de todas las razas aliadas se reunen aqui. El comercio de la capital prospera bajo la proteccion de la Guardia de Ventormenta.;;;;;;;;;x
hoa_grommash_hold;Grommash Hold;Bastion de Grommash;Grommashbastion;;Bastion de Grommash;;;;;;;;;x
hoa_grommash_hold_desc;The Warchief's stronghold in Orgrimmar, named after Grommash Hellscream, the orc hero who freed his people from demonic blood corruption. War drums resound constantly. The very mention of Grommash Hold inspires terror in enemies and pride in Horde warriors.;Le bastion du Chef de Guerre a Orgrimmar, nomme en l'honneur de Grommash Hurlenfer.;Die Festung des Kriegshaeuptlings in Orgrimmar, benannt nach Grommash Hoellschrei, dem Ork-Helden, der sein Volk von der daemonischen Blutverderbnis befreite. Kriegstrommeln erschallen unaufhoerlich. Allein die Erwaehnung der Grommashbastion jagt Feinden Angst ein und erfuellt Horde-Krieger mit Stolz.;;El bastion del Jefe de Guerra en Orgrimmar, nombrado en honor a Grommash Grito Infernal, el heroe orco que libero a su pueblo de la corrupcion de sangre demoniaca. Los tambores de guerra resuenan constantemente. La sola mencion de Bastion de Grommash infunde terror en los enemigos y orgullo en los guerreros de la Horda.;;;;;;;;;x
hoa_temple_lumiere;Temple of the Holy Light;Temple de la Sainte Lumiere;Tempel des Heiligen Lichts;;Templo de la Sagrada Luz;;;;;;;;;x
hoa_temple_lumiere_desc;A cathedral dedicated to the Holy Light, where the most devout paladins and priests serve their faith. The sick are healed, the cursed purified, and warriors blessed before battle. The Temple is incompatible with demonic arts.;Une cathedrale dediee a la Sainte Lumiere, ou les paladins et pretres les plus devots servent leur foi.;Eine Kathedrale, dem Heiligen Licht gewidmet, wo die devotesten Paladine und Priester ihrem Glauben dienen. Kranke werden geheilt, Verfluchte gereinigt und Krieger vor der Schlacht gesegnet. Der Tempel ist unvereinbar mit daemonischen Kuensten.;;Una catedral dedicada a la Sagrada Luz, donde los paladines y sacerdotes mas devotos sirven su fe. Los enfermos son curados, los malditos purificados y los guerreros bendecidos antes de la batalla. El Templo es incompatible con las artes demoniacas.;;;;;;;;;x
hoa_bazar_ombres;Shadow Bazaar;Bazar des Ombres;Schattenbasar;;Bazar de las Sombras;;;;;;;;;x
hoa_bazar_ombres_desc;An underground black market trading in poisons, stolen information, assassination contracts and contraband. Thieves, assassins and spies gather here to do business in the shadows. Extremely lucrative but disreputable.;Un marche noir souterrain ou s'echangent poisons, informations volees, contrats d'assassinat et marchandises de contrebande.;Ein unterirdischer Schwarzmarkt, auf dem Gifte, gestohlene Informationen, Mordvertraege und Schmuggelware gehandelt werden. Diebe, Attentaeter und Spione treffen sich hier, um im Schatten Geschaefte zu machen. Aeusserst lukrativ, aber anruechig.;;Un mercado negro subterraneo donde se comercian venenos, informacion robada, contratos de asesinato y contrabando. Ladrones, asesinos y espias se reunen aqui para hacer negocios en las sombras. Extremadamente lucrativo pero de mala reputacion.;;;;;;;;;x
hoa_arene_gladiateurs;Gladiators Arena;Arene des Gladiateurs;Gladiatorenarena;;Arena de Gladiadores;;;;;;;;;x
hoa_arene_gladiateurs_desc;A vast arena where spectacular fights entertain the crowds and bring great profit. Gladiators fight in mortal duels, battles against savage creatures and recreations of historical battles. Bets are enormous.;Une vaste arene ou des combats spectaculaires divertissent la foule et rapportent gros.;Eine riesige Arena, wo spektakulaere Kaempfe die Menge unterhalten und grossen Gewinn bringen. Gladiatoren kaempfen in toedlichen Duellen, Kaempfen gegen wilde Kreaturen und Nachstellungen historischer Schlachten. Die Wetten sind enorm.;;Una vasta arena donde combates espectaculares entretienen a la multitud y generan grandes ganancias. Los gladiadores luchan en duelos mortales, combates contra criaturas salvajes y recreaciones de batallas historicas. Las apuestas son enormes.;;;;;;;;;x
hoa_ferme_mana;Mana Farm;Ferme de Mana;Manafarm;;Granja de Mana;;;;;;;;;x
hoa_ferme_mana_desc;A magical agricultural operation where enchanted crops grow through mana irrigation. Mana worms plow the enchanted fields, magical plants produce fruits with healing properties, and mana crystals grow like mushrooms after arcane rain. Magical agriculture produces three times more than conventional farming.;Une exploitation agricole magique ou des cultures enchantees poussent grace a l'irrigation de mana.;Ein magischer Agrarbetrieb, wo verzauberte Feldfruchte durch Manabeweasserung wachsen. Manawuermer pfluegen die verzauberten Felder, magische Pflanzen produzieren Fruechte mit Heileigenschaften und Manakristalle wachsen wie Pilze nach arkanem Regen. Magische Landwirtschaft produziert dreimal mehr als konventionelle Landwirtschaft.;;Una operacion agricola magica donde cultivos encantados crecen mediante irrigacion de mana. Gusanos de mana aran los campos encantados, las plantas magicas producen frutos con propiedades curativas y los cristales de mana crecen como hongos tras la lluvia arcana. La agricultura magica produce tres veces mas que la agricultura convencional.;;;;;;;;;x
hoa_observatoire_astral;Astral Observatory;Observatoire Astral;Astralobservatorium;;Observatorio Astral;;;;;;;;;x
hoa_observatoire_astral_desc;An observatory atop a mountain, equipped with arcane telescopes and enchanted star charts. Astromancers map ley lines, predict cosmic events and study the movements of the Twisting Nether. The knowledge generated is invaluable for magical research.;Un observatoire au sommet d'une montagne, equipe de telescopes arcaniques et de cartes stellaires enchantees.;Ein Observatorium auf einem Berggipfel, ausgestattet mit arkanen Teleskopen und verzauberten Sternkarten. Astromanten kartografieren Leylinien, sagen kosmische Ereignisse voraus und studieren die Bewegungen des Wirbelnden Nethers. Das erzeugte Wissen ist fuer magische Forschung von unschaetzbarem Wert.;;Un observatorio en la cima de una montana, equipado con telescopios arcanos y cartas estelares encantadas. Los astromantes cartografian lineas ley, predicen eventos cosmicos y estudian los movimientos del Vacuo Abisal. El conocimiento generado es invaluable para la investigacion magica.;;;;;;;;;x
