CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_t2_warrior_torso_desc;Massive plate armor forged from dragonkin scales, offering unmatched protection in battle.;Armure de plaques massive forgee d'ecailles de draconides, offrant une protection inegalee au combat.;Massive Plattenruestung aus Drachkinschuppen, bietet unuebertroffenen Schutz im Kampf.;;Armadura de placas masiva forjada con escamas de dragones, ofreciendo proteccion sin igual en batalla.;;;;;;;;;x
hoa_t2_mage_crown;Netherwind Crown;Couronne de Vent du Neant;Netherkrone;;Corona de Vientonether;;;;;;;;;x
hoa_t2_mage_crown_desc;A crown pulsating with nether energies, greatly amplifying the wearer's magical prowess and insight.;Une couronne pulsant d'energies du Neant, amplifiant grandement les prouesses magiques du porteur.;Eine Krone, die mit Netherenergien pulsiert und die magischen Faehigkeiten des Traegers stark verstaerkt.;;Una corona que pulsa con energias abisales, amplificando enormemente la destreza magica del portador.;;;;;;;;;x
hoa_t2_mage_torso;Netherwind Robes;Robe de Vent du Neant;Netherwindroben;;Tunica de Vientonether;;;;;;;;;x
hoa_t2_mage_torso_desc;Robes shimmering with nether energy, woven from the essence of Nefarian's arcane experiments.;Robe scintillante d'energie du Neant, tissee de l'essence des experiences arcaniques de Nefarian.;Roben, schimmernd vor Netherenergie, gewebt aus der Essenz von Nefarians arkanen Experimenten.;;Tunica resplandeciente con energia abisal, tejida con la esencia de los experimentos arcanos de Nefarian.;;;;;;;;;x
#;;;;;;;;;;;;;x
# CRAFTED EQUIPMENT;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
hoa_crafted_sword_uncommon;Forged Steel Sword;Epee d'Acier Forgee;Geschmiedetes Stahlschwert;;Espada de Acero Forjada;;;;;;;;;x
hoa_crafted_sword_uncommon_desc;A well-crafted steel blade made by a skilled blacksmith. Sharp and reliable.;Une lame d'acier bien ouvragee par un forgeron competent. Tranchante et fiable.;Eine gut gefertigte Stahlklinge eines geschickten Schmieds. Scharf und zuverlaessig.;;Una hoja de acero bien forjada por un herrero habil. Afilada y fiable.;;;;;;;;;x
hoa_crafted_sword_rare;Masterwork Mithril Blade;Lame de Mithril d'Artisan;Meisterhafte Mithrilklinge;;Hoja de Mithril Magistral;;;;;;;;;x
hoa_crafted_sword_rare_desc;A superior blade forged from mithril ore, light yet devastatingly sharp. Prized across Azeroth.;Une lame superieure forgee de minerai de mithril, legere mais devastatrice. Prisee a travers Azeroth.;Eine ueberlegene Klinge aus Mithril-Erz, leicht und doch verheerend scharf. In ganz Azeroth geschaetzt.;;Una hoja superior forjada con mineral de mithril, ligera pero devastadoramente afilada. Codiciada en todo Azeroth.;;;;;;;;;x
hoa_crafted_sword_epic;Epic Forged Sword;Epee Forgee Epique;Episches geschmiedetes Schwert;;Espada Forjada Epica;;;;;;;;;x
hoa_crafted_sword_epic_desc;A legendary blade forged with masterful skill from the rarest metals. Its edge never dulls.;Une lame legendaire forgee avec un talent magistral des metaux les plus rares. Son tranchant ne s'emousse jamais.;Eine legendaere Klinge, meisterhaft geschmiedet aus den seltensten Metallen. Ihre Schneide stumpft nie ab.;;Una hoja legendaria forjada con habilidad magistral de los metales mas raros. Su filo nunca se embota.;;;;;;;;;x
hoa_crafted_staff_uncommon;Enchanted Oak Staff;Baton de Chene Enchante;Verzauberter Eichenstab;;Baston de Roble Encantado;;;;;;;;;x
hoa_crafted_staff_uncommon_desc;A wooden staff carved from ancient oak and imbued with minor enchantments. A reliable spellcasting focus.;Un baton de bois taille dans un chene ancien et impregne d'enchantements mineurs. Un focalisateur fiable.;Ein Holzstab aus alter Eiche mit kleinen Verzauberungen. Ein zuverlaessiger Zauberfokus.;;Un baston de madera tallado de roble antiguo e imbuido con encantamientos menores. Un canalizador fiable.;;;;;;;;;x
hoa_crafted_staff_rare;Runic Arcanite Staff;Baton d'Arcanite Runique;Runischer Arkanitstab;;Baston de Arcanita Runico;;;;;;;;;x
hoa_crafted_staff_rare_desc;A staff of pure arcanite inscribed with powerful runes, channeling arcane energy with exceptional clarity.;Un baton d'arcanite pur inscrit de runes puissantes, canalisant l'energie arcanique avec une clarte exceptionnelle.;Ein Stab aus reinem Arkanit mit maechtigen Runen, der arkane Energie mit aussergewoehnlicher Klarheit lenkt.;;Un baston de arcanita pura inscrito con runas poderosas, canalizando energia arcana con claridad excepcional.;;;;;;;;;x
hoa_crafted_plate_uncommon;Forged Steel Plate;Plastron d'Acier Forge;Geschmiedete Stahlplatte;;Coraza de Acero Forjada;;;;;;;;;x
hoa_crafted_plate_uncommon_desc;Solid plate armor crafted by a competent blacksmith. Reliable protection for any warrior.;Armure de plaques solide fabriquee par un forgeron competent. Protection fiable pour tout guerrier.;Solide Plattenruestung eines kompetenten Schmieds. Zuverlaessiger Schutz fuer jeden Krieger.;;Armadura de placas solida forjada por un herrero competente. Proteccion fiable para cualquier guerrero.;;;;;;;;;x
hoa_crafted_plate_rare;Masterwork Thorium Plate;Plastron de Thorium d'Artisan;Meisterhafte Thoriumplatte;;Coraza de Torio Magistral;;;;;;;;;x
hoa_crafted_plate_rare_desc;Superior plate armor forged from thorium, one of the strongest metals in Azeroth. Nearly impenetrable.;Armure de plaques superieure forgee de thorium, l'un des metaux les plus solides d'Azeroth. Presque impenetrable.;Ueberlegene Plattenruestung aus Thorium, einem der staerksten Metalle Azeroths. Nahezu undurchdringlich.;;Armadura de placas superior forjada con torio, uno de los metales mas fuertes de Azeroth. Casi impenetrable.;;;;;;;;;x
hoa_crafted_ring_uncommon;Silver Band of Vitality;Anneau d'Argent de Vitalite;Silberring der Vitalitaet;;Anillo de Plata de Vitalidad;;;;;;;;;x
hoa_crafted_ring_uncommon_desc;A silver ring enchanted with minor healing properties, providing a steady boost to health.;Un anneau d'argent enchante avec des proprietes de guerison mineures, offrant un boost constant a la sante.;Ein Silberring, verzaubert mit geringen Heilungseigenschaften, der stetige Gesundheitssteigerung gewaehrt.;;Un anillo de plata encantado con propiedades curativas menores, proporcionando un impulso constante a la salud.;;;;;;;;;x
hoa_crafted_ring_rare;Golden Signet of Fortune;Sceau d'Or de la Fortune;Goldenes Siegel des Gluecks;;Sello Dorado de la Fortuna;;;;;;;;;x
hoa_crafted_ring_rare_desc;A golden signet ring imbued with powerful enchantments that bring prosperity and health to its bearer.;Un anneau-sceau en or impregne de puissants enchantements apportant prosperite et sante a son porteur.;Ein goldener Siegelring mit maechtigen Verzauberungen, die dem Traeger Wohlstand und Gesundheit bringen.;;Un anillo de sello de oro imbuido con poderosos encantamientos que traen prosperidad y salud a su portador.;;;;;;;;;x
hoa_crafted_amulet_uncommon;Jade Pendant;Pendentif de Jade;Jadeanhaenger;;Colgante de Jade;;;;;;;;;x
hoa_crafted_amulet_uncommon_desc;A jade amulet radiating calming energy, enhancing diplomatic grace and vitality.;Un pendentif de jade irradiant une energie apaisante, ameliorant la grace diplomatique et la vitalite.;Ein Jadeamulett, das beruhigende Energie ausstrahlt und diplomatische Anmut und Vitalitaet staerkt.;;Un amuleto de jade que irradia energia calmante, mejorando la gracia diplomatica y la vitalidad.;;;;;;;;;x
hoa_crafted_amulet_rare;Arcane Crystal Amulet;Amulette de Cristal Arcanique;Arkanes Kristallamulett;;Amuleto de Cristal Arcano;;;;;;;;;x
hoa_crafted_amulet_rare_desc;A radiant amulet containing a shard of pure arcane crystal, granting magical knowledge and robust health.;Une amulette irradiante contenant un eclat de cristal arcanique pur, conferant savoir magique et sante robuste.;Ein strahlendes Amulett mit einem Splitter reinen arkanen Kristalls, das magisches Wissen und robuste Gesundheit gewaehrt.;;Un amuleto radiante que contiene un fragmento de cristal arcano puro, otorgando conocimiento magico y salud robusta.;;;;;;;;;x
#;;;;;;;;;;;;;x
# T0 DUNGEON DROPS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
hoa_shadowfang_blade;Shadowfang;Croc d'Ombre;Schattenfang;;Colmillo de las Sombras;;;;;;;;;x
hoa_shadowfang_blade_desc;A sinister blade recovered from the depths of Shadowfang Keep, still humming with dark energy.;Une lame sinistre recuperee des profondeurs du Donjon de Croc d'Ombre, vibrant encore d'energie sombre.;Eine unheimliche Klinge aus den Tiefen der Burg Schattenfang, noch immer von dunkler Energie durchdrungen.;;Una hoja siniestra recuperada de las profundidades de la Fortaleza Colmillo de Sombra, aun vibrando con energia oscura.;;;;;;;;;x
hoa_robes_of_arugal;Robes of Arugal;Robe d'Arugal;Roben des Arugal;;Tunica de Arugal;;;;;;;;;x
hoa_robes_of_arugal_desc;Enchanted robes once worn by the mad archmage Arugal, steeped in worgen curse magic.;Robe enchantee autrefois portee par l'archimage fou Arugal, impregnee de magie de malediction worgen.;Verzauberte Roben, einst vom wahnsinnigen Erzmagier Arugal getragen, durchtraenkt mit Worgenfluchmagie.;;Tunica encantada que una vez vistio el archimago loco Arugal, empapada de magia de maldicion worgen.;;;;;;;;;x
hoa_scarlet_tabard;Scarlet Tabard;Tabard Ecarlate;Scharlachroter Wappenrock;;Tabardo Escarlata;;;;;;;;;x
hoa_scarlet_tabard_desc;A crimson tabard bearing the seal of the Scarlet Crusade, offering holy protection to the faithful.;Un tabard cramoisi portant le sceau de la Croisade Ecarlate, offrant une protection sacree aux fideles.;Ein purpurner Wappenrock mit dem Siegel des Scharlachroten Kreuzzugs, der Glaeubigen heiligen Schutz bietet.;;Un tabardo carmesi con el sello de la Cruzada Escarlata, ofreciendo proteccion sagrada a los fieles.;;;;;;;;;x
hoa_mograine_corrupted_ashbringer;Corrupted Ashbringer;Portecendre Corrompue;Verderbte Aschenbringerin;;Portacenizas Corrompida;;;;;;;;;x
hoa_mograine_corrupted_ashbringer_desc;The fallen blade of Highlord Mograine, corrupted by treachery and dark magic. It whispers of vengeance.;La lame dechue du Haut Seigneur Mograine, corrompue par la trahison et la magie noire. Elle murmure la vengeance.;Die gefallene Klinge von Hochlord Mograine, verdorben durch Verrat und dunkle Magie. Sie fluestert von Rache.;;La hoja caida del Alto Senor Mograine, corrompida por traicion y magia oscura. Susurra venganza.;;;;;;;;;x
hoa_gnomish_goggles;Gnomish Battle Goggles;Lunettes de Combat Gnomes;Gnomische Kampfbrille;;Gafas de Combate Gnomicas;;;;;;;;;x
hoa_gnomish_goggles_desc;Ingenious goggles crafted by Gnomeregan's finest engineers, enhancing perception and tactical awareness.;Lunettes ingenieuses fabriquees par les meilleurs ingenieurs de Gnomeregan, ameliorant perception et conscience tactique.;Geniale Brillen von Gnomeregans besten Ingenieuren, die Wahrnehmung und taktisches Bewusstsein verbessern.;;Gafas ingeniosas fabricadas por los mejores ingenieros de Gnomeregan, mejorando percepcion y conciencia tactica.;;;;;;;;;x
hoa_thermaplugg_cog;Thermaplugg's Central Cog;Rouage Central de Thermaplugg;Thermapluggs Zentralzahnrad;;Engranaje Central de Thermaplugg;;;;;;;;;x
hoa_thermaplugg_cog_desc;A complex mechanical component from Mekgineer Thermaplugg's contraptions. Enhances economic insight.;Un composant mecanique complexe des engins de Mekgenieur Thermaplugg. Ameliore la perspicacite economique.;Ein komplexes mechanisches Bauteil aus Mekgineur Thermapluggs Apparaten. Verbessert wirtschaftliche Einsicht.;;Un componente mecanico complejo de los artilugios de Mekgeniero Thermaplugg. Mejora la perspicacia economica.;;;;;;;;;x
hoa_theradras_crystal;Crystal of Theradras;Cristal de Theradras;Kristall der Theradras;;Cristal de Theradras;;;;;;;;;x
hoa_theradras_crystal_desc;A glowing crystal imbued with the life force of Princess Theradras, granting restorative power.;Un cristal lumineux impregne de la force vitale de la Princesse Theradras, conferant un pouvoir reparateur.;Ein leuchtender Kristall, durchdrungen von der Lebenskraft der Prinzessin Theradras, der heilende Kraft verleiht.;;Un cristal brillante imbuido con la fuerza vital de la Princesa Theradras, otorgando poder restaurador.;;;;;;;;;x
hoa_celebrian_staff;Celebrian Staff;Baton de Celebrian;Celebrianstab;;Baston de Celebrian;;;;;;;;;x
hoa_celebrian_staff_desc;An ancient staff blessed by the spirits of Maraudon, channeling the earth's healing energies.;Un baton ancien beni par les esprits de Maraudon, canalisant les energies guerisseuses de la terre.;Ein alter Stab, gesegnet von den Geistern Maraudons, der die heilenden Energien der Erde lenkt.;;Un baston antiguo bendecido por los espiritus de Maraudon, canalizando las energias sanadoras de la tierra.;;;;;;;;;x
hoa_gordok_shackle;Gordok's Shackle;Entraves de Gordok;Gordoks Fessel;;Grilletes de Gordok;;;;;;;;;x
hoa_gordok_shackle_desc;Heavy bracers ripped from the arm of a Gordok ogre captain in the depths of Dire Maul.;Lourds bracelets arraches du bras d'un capitaine ogre Gordok dans les profondeurs de Hache-Tripes.;Schwere Armschienen, vom Arm eines Gordok-Ogerhauptmanns in Duesterbruch gerissen.;;Pesados brazales arrancados del brazo de un capitan ogro Gordok en las profundidades de La Masacre.;;;;;;;;;x
hoa_tome_of_immoleth;Tome of Immoleth;Grimoire d'Immoleth;Foliant des Immoleth;;Tomo de Immoleth;;;;;;;;;x
hoa_tome_of_immoleth_desc;A forbidden tome of demonic knowledge from the Dire Maul library, pulsing with fel power.;Un grimoire interdit de savoir demoniaque de la bibliotheque de Hache-Tripes, pulsant de pouvoir gangrene.;Ein verbotener Foliant daemonischen Wissens aus der Bibliothek von Duesterbruch, pulsierend vor Teufelsmacht.;;Un tomo prohibido de conocimiento demonico de la biblioteca de La Masacre, palpitando con poder vil.;;;;;;;;;x
#;;;;;;;;;;;;;x
# T0.5 DUNGEON DROPS;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
hoa_runeblade_of_baron_rivendare;Runeblade of Baron Rivendare;Lame Runique du Baron Rivendare;Runenklinge des Barons Rivendare;;Hoja Runica del Baron Rivendare;;;;;;;;;x
hoa_runeblade_of_baron_rivendare_desc;The cursed runeblade of Death Knight Baron Rivendare, dripping with necrotic energy.;La lame runique maudite du Chevalier de la Mort Baron Rivendare, degoulinant d'energie necrotique.;Die verfluchte Runenklinge des Todesritters Baron Rivendare, triefend vor nekrotischer Energie.;;La hoja runica maldita del Caballero de la Muerte Baron Rivendare, goteando energia necrotica.;;;;;;;;;x
hoa_barons_deathcharger_reins;Deathcharger's Reins;Renes du Destrier de la Mort;Zuegel des Todesstreitrosses;;Riendas del Corcel de la Muerte;;;;;;;;;x
hoa_barons_deathcharger_reins_desc;The spectral reins of Baron Rivendare's undead warhorse. A legendary mount that strikes fear into all.;Les renes spectrales du cheval de guerre mort-vivant du Baron Rivendare. Une monture legendaire qui inspire la terreur.;Die geisterhaften Zuegel von Baron Rivendares untertotem Schlachtross. Ein legendaeres Reittier, das allen Furcht einjagt.;;Las riendas espectrales del caballo de guerra no-muerto del Baron Rivendare. Una montura legendaria que infunde terror.;;;;;;;;;x
hoa_headmasters_charge;Headmaster's Charge;Sceptre du Directeur;Stab des Schulmeisters;;Baston del Director;;;;;;;;;x
hoa_headmasters_charge_desc;The powerful staff wielded by Darkmaster Gandling, headmaster of the Scholomance school of necromancy.;Le puissant baton manie par Maitre des Tenebres Gandling, directeur de l'ecole de necromancie de Scholomance.;Der maechtige Stab von Dunkelmeister Gandling, Schulleiter der Nekromantenschule Scholomance.;;El poderoso baston empunado por el Maestro Oscuro Gandling, director de la escuela de nigromancia de Scholomance.;;;;;;;;;x
hoa_darkmaster_gandling_hood;Gandling's Dark Hood;Capuche Sombre de Gandling;Gandlings Dunkle Kapuze;;Capucha Oscura de Gandling;;;;;;;;;x
hoa_darkmaster_gandling_hood_desc;The necromantic hood of Darkmaster Gandling, still thrumming with Scholomance's residual magic.;La capuche necromatique de Maitre des Tenebres Gandling, vibrant encore de la magie residuelle de Scholomance.;Die nekromantische Kapuze von Dunkelmeister Gandling, noch immer vibrierend vor der Restmagie von Scholomance.;;La capucha necromantica del Maestro Oscuro Gandling, aun vibrando con la magia residual de Scholomance.;;;;;;;;;x
hoa_rends_head_trophy;Rend's Head Trophy;Trophee de la Tete de Rend;Rends Kopftrophaee;;Trofeo de la Cabeza de Rend;;;;;;;;;x
hoa_rends_head_trophy_desc;The severed head of Warchief Rend Blackhand, proving victory over the Dark Horde.;La tete tranchee du Chef de Guerre Rend Blackhand, prouvant la victoire sur la Horde Noire.;Der abgetrennte Kopf von Kriegshaeuptling Rend Schwarzfaust, Beweis des Sieges ueber die Dunkle Horde.;;La cabeza cercenada del Jefe de Guerra Rend Punonegro, prueba de la victoria sobre la Horda Oscura.;;;;;;;;;x
hoa_blackhand_doomsaw;Blackhand Doomsaw;Scie du Destin de Blackhand;Schwarzfausts Verderbensaege;;Sierra del Destino de Punonegro;;;;;;;;;x
hoa_blackhand_doomsaw_desc;A brutal serrated weapon forged in Blackrock Spire, capable of rending the thickest armor.;Une arme brutale dentelee forgee au Pic de Blackrock, capable de dechirer les armures les plus epaisses.;Eine brutale gezahnte Waffe aus dem Schwarzfels, faehig, die dickste Ruestung zu durchschneiden.;;Un arma brutal serrada forjada en la Cumbre de Roca Negra, capaz de desgarrar la armadura mas gruesa.;;;;;;;;;x
hoa_hakkars_fang;Fang of the Soulflayer;Croc de l'Ecorcheur d'Ames;Fang des Seelenschinders;;Colmillo del Desollador de Almas;;;;;;;;;x
hoa_hakkars_fang_desc;A wicked blade dripping with the blood magic of Hakkar the Soulflayer, blood god of the Gurubashi trolls.;Une lame perfide degoulinant de la magie du sang de Hakkar l'Ecorcheur d'Ames, dieu du sang des trolls Gurubashi.;Eine boesartige Klinge, triefend vor der Blutmagie Hakkars des Seelenschinders, Blutgott der Gurubashi-Trolle.;;Una hoja perversa que gotea con la magia de sangre de Hakkar el Desollador de Almas, dios sangriento de los trolls Gurubashi.;;;;;;;;;x
hoa_zulian_headdress;Zulian Headdress;Coiffe Zuliane;Zulianerkopfschmuck;;Tocado Zuliano;;;;;;;;;x
hoa_zulian_headdress_desc;An ornate headdress imbued with the primal spirits of Zul'Gurub, granting wisdom and vitality.;Une coiffe ornementee impregnee des esprits primordiaux de Zul'Gurub, conferant sagesse et vitalite.;Ein verzierter Kopfschmuck, durchdrungen von den Urgeistern von Zul'Gurub, der Weisheit und Vitalitaet verleiht.;;Un tocado ornamentado imbuido con los espiritus primigenios de Zul'Gurub, otorgando sabiduria y vitalidad.;;;;;;;;;x
hoa_primal_hakkari_idol;Primal Hakkari Idol;Idole Hakkari Primordiale;Urzeitliches Hakkari-Idol;;Idolo Hakkari Primigenio;;;;;;;;;x
hoa_primal_hakkari_idol_desc;A sacred idol of the Hakkari priesthood, pulsating with ancient blood magic and primal power.;Une idole sacree de la pretrise Hakkari, pulsant de magie du sang ancienne et de pouvoir primordial.;Ein heiliges Idol der Hakkari-Priesterschaft, pulsierend vor uralter Blutmagie und urspruenglicher Macht.;;Un idolo sagrado del sacerdocio Hakkari, palpitando con magia de sangre antigua y poder primigenio.;;;;;;;;;x
hoa_cthun_eye;Eye of C'Thun;Oeil de C'Thun;Auge von C'Thun;;Ojo de C'Thun;;;;;;;;;x
hoa_cthun_eye_desc;The removed eye of the Old God C'Thun, radiating maddening whispers and immense eldritch power.;L'oeil arrache du Dieu Tres Ancien C'Thun, irradiant des murmures rendant fou et une puissance eldritch immense.;Das entfernte Auge des Alten Gottes C'Thun, das wahnsinnige Fluestern und immense eldrische Macht ausstrahlt.;;El ojo extraido del Dios Antiguo C'Thun, irradiando susurros enloquecedores e inmenso poder arcano.;;;;;;;;;x
