CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_t0.10.c;The Crusade's defenses are formidable. We withdraw.;Les defenses de la Croisade sont formidables. On se retire.;Die Verteidigung ist zu stark. Ruckzug.;;Las defensas de la Cruzada son formidables. Nos retiramos.;;;;;;;;;x
hoa_t0.11.desc;High Inquisitor Whitemane stands in the Cathedral, her healing magic sustaining the Scarlet warriors. "Arise, my champion!" she cries, resurrecting fallen Crusaders with divine power. You must stop her before she overwhelms you with endless reinforcements.;La Grande Inquisitrice Whitemane se tient dans la Cathedrale, sa magie de guerison soutenant les guerriers Ecarlates. "Levez-vous, mon champion !" crie-t-elle, ressuscitant les Croises tombes.;Grossinquisitorin Whitemane steht in der Kathedrale. Ihre Heilmagie ist machtig.;;La Gran Inquisidora Whitemane esta en la Catedral. Su magia de curacion es poderosa.;;;;;;;;;x
hoa_t0.11.a;Whitemane's healing cannot save them! Charge Mograine!;La guerison de Whitemane ne peut les sauver ! Chargez Mograine !;Whitemanes Heilung reicht nicht! Angriff auf Mograine!;;La curacion de Whitemane no puede salvarlos! Carga contra Mograine!;;;;;;;;;x
hoa_t0.11.b;Whitemane keeps reviving them! It's hopeless! Retreat!;Whitemane continue de les ressusciter ! C'est sans espoir ! Retraite !;Whitemane belebt sie immer wieder! Ruckzug!;;Whitemane sigue reviviendo! Es inutil! Retirada!;;;;;;;;;x
hoa_t0.12.desc;Scarlet Commander Mograine awaits, his corrupted Ashbringer pulsing with dark energy. The greatest champion of the Scarlet Crusade, his faith twisted into fanaticism. "The Light does not abandon its champions!" he roars, raising his blade.;Le Commandant Ecarlate Mograine attend, son Porte-Cendres corrompu pulsant d'energie noire. "La Lumiere n'abandonne pas ses champions !" rugit-il en levant sa lame.;Scharlachroter Kommandant Mograine wartet. Sein Aschenbringer pulsiert dunkel.;;El Comandante Escarlata Mograine espera con su Cenicer corrupto.;;;;;;;;;x
hoa_t0.12.a;Mograine falls! The Corrupted Ashbringer is ours! Glory to the victors!;Mograine tombe ! Le Porte-Cendres Corrompu est a nous ! Gloire aux vainqueurs !;Mograine fallt! Der Aschenbringer ist unser!;;Mograine cae! El Cenicer Corrupto es nuestro!;;;;;;;;;x
hoa_t0.12.b;Mograine's faith empowers him beyond our strength. We fall.;La foi de Mograine le rend invincible. Nous tombons.;Mograines Glaube macht ihn unbesiegbar. Niederlage.;;La fe de Mograine lo hace invencible. Caemos.;;;;;;;;;x
hoa_t0.20.desc;You descend into the irradiated halls of Gnomeregan. The once-proud gnomish city is now a toxic wasteland of leper gnomes and malfunctioning machines. Green radiation pools glow ominously as alarm sirens wail in the distance.;Vous descendez dans les salles irradiees de Gnomeregan. La cite gnome autrefois fiere est maintenant un desert toxique de gnomes lepreux et de machines defaillantes.;Ihr steigt in die verstrahlten Hallen von Gnomeregan hinab. Gruner Strahlungsnebel glimmt unheilverkuendend.;;Desciendes a las salas irradiadas de Gnomeregan. La ciudad gnoma es ahora un paramo toxico.;;;;;;;;;x
hoa_t0.20.a;We navigate the irradiated corridors! Push to the Electrocutioner!;On traverse les couloirs irradies ! Avancez vers l'Electrocuteur !;Durch die verstrahlten Korridore! Weiter zum Electrocutioner!;;Navegamos los pasillos irradiados! Avancemos!;;;;;;;;;x
hoa_t0.20.b;The radiation sickens our warriors. We must pull back.;La radiation affaiblit nos guerriers. On doit se replier.;Die Strahlung schwacht uns. Ruckzug.;;La radiacion enferma a nuestros guerreros. Debemos retirarnos.;;;;;;;;;x
hoa_t0.20.c;The toxicity is unbearable. Retreat before we all fall ill.;La toxicite est insupportable. Retraite avant que nous tombions tous malades.;Die Giftstoffe sind unertraglich. Ruckzug.;;La toxicidad es insoportable. Retirada.;;;;;;;;;x
hoa_t0.21.desc;The Electrocutioner 6000 blocks your path, a massive gnomish construct crackling with deadly voltage. Arc lightning dances between its coils as it powers up to maximum output. Its creator Thermaplugg has turned it into a weapon of mass destruction.;L'Electrocuteur 6000 bloque votre chemin, un construct gnome massif crepitant d'un voltage mortel. Des eclairs dansent entre ses bobines.;Der Electrocutioner 6000 versperrt den Weg. Todliche Blitze tanzen zwischen seinen Spulen.;;El Electrocutioner 6000 bloquea tu camino, crepitando con voltaje mortal.;;;;;;;;;x
hoa_t0.21.a;The Electrocutioner is dismantled! Thermaplugg is next!;L'Electrocuteur est demonte ! Thermaplugg est le prochain !;Electrocutioner zerstort! Thermaplugg ist dran!;;El Electrocutioner esta destruido! Thermaplugg es el siguiente!;;;;;;;;;x
hoa_t0.21.b;The machine's voltage is lethal! We cannot approach! Retreat!;Le voltage de la machine est mortel ! Impossible d'approcher ! Retraite !;Die Spannung ist todlich! Ruckzug!;;El voltaje es letal! No podemos acercarnos! Retirada!;;;;;;;;;x
hoa_t0.22.desc;Mekgineer Thermaplugg sits in his irradiated throne room, surrounded by toxic bombs and mechanical monstrosities. The mad gnome who poisoned his own city grins maniacally. "Welcome to MY Gnomeregan! Let me show you my latest inventions!";Mekgineur Thermaplugg est assis sur son trone irradie, entoure de bombes toxiques. Le gnome fou qui a empoisonne sa propre cite sourit d'un air maniaque.;Mekgineer Thermaplugg sitzt auf seinem verstrahlten Thron. "Willkommen in MEINEM Gnomeregan!";;Mekgineer Thermaplugg espera en su trono irradiado rodeado de bombas toxicas.;;;;;;;;;x
hoa_t0.22.a;Thermaplugg is defeated! Gnomeregan can be reclaimed! Take his inventions!;Thermaplugg est vaincu ! Gnomeregan peut etre reconquise ! Prenez ses inventions !;Thermaplugg ist besiegt! Gnomeregan kann zuruckerobert werden!;;Thermaplugg ha sido derrotado! Gnomeregan puede ser reclamada!;;;;;;;;;x
hoa_t0.22.b;Thermaplugg's bombs are too devastating. We flee the toxic wasteland.;Les bombes de Thermaplugg sont devastatrices. On fuit le desert toxique.;Thermapluggs Bomben sind zu verheerend. Flucht.;;Las bombas de Thermaplugg son devastadoras. Huimos.;;;;;;;;;x
hoa_t0.30.desc;You venture into the sacred caverns of Maraudon in Desolace. The once-holy site, blessed by Cenarius himself, has been corrupted by the elemental princess Theradras. Poisonous spores fill the Foulspore Cavern as twisted nature elementals attack.;Vous vous aventurez dans les cavernes sacrees de Maraudon en Desolace. Le site autrefois sacre, beni par Cenarius lui-meme, a ete corrompu par la princesse elementaire Theradras.;Ihr betretet die heiligen Hohlen von Maraudon. Giftige Sporen fullen die Luft.;;Te aventuras en las cavernas sagradas de Maraudon en Desolace.;;;;;;;;;x
hoa_t0.30.a;We push through the spores! The inner sanctum awaits!;On traverse les spores ! Le sanctuaire interieur attend !;Durch die Sporen! Das innere Heiligtum wartet!;;Atravesamos las esporas! El santuario interior espera!;;;;;;;;;x
hoa_t0.30.b;The corrupted elementals overwhelm us! We fall back!;Les elementaires corrompus nous submergent ! On bat en retraite !;Die korrumpierten Elementare uberwaltigen uns!;;Los elementales corruptos nos superan! Retirada!;;;;;;;;;x
hoa_t0.30.c;The corruption is spreading. Better to retreat now.;La corruption se repand. Mieux vaut battre en retraite.;Die Korruption breitet sich aus. Ruckzug.;;La corrupcion se extiende. Mejor retirarse.;;;;;;;;;x
hoa_t0.31.desc;Landslide, a massive earth elemental, guards the path deeper into Maraudon. The living rock shifts and groans as it rises to its full terrifying height. Its fists can crush stone to powder.;Glissement de Terrain, un elementaire de terre massif, garde le passage. La roche vivante se dresse de toute sa hauteur terrifiante.;Erdrutsch, ein massiver Erdelementar, bewacht den Weg. Seine Fauste konnen Stein zu Staub zermalmen.;;Deslizamiento, un enorme elemental de tierra, guarda el camino.;;;;;;;;;x
hoa_t0.31.a;Landslide crumbles! The path to Theradras is open!;Glissement de Terrain s'effondre ! Le chemin vers Theradras est libre !;Erdrutsch zerbrockelt! Der Weg zu Theradras ist frei!;;Deslizamiento se desmorona! El camino a Theradras esta libre!;;;;;;;;;x
hoa_t0.31.b;Landslide's stone fists crush our advance. We retreat battered.;Les poings de pierre nous ecrasent. On bat en retraite, meurtris.;Die Steinfauste zerschmettern unseren Vormarsch. Ruckzug.;;Los punos de piedra aplastan nuestro avance. Nos retiramos.;;;;;;;;;x
hoa_t0.32.desc;Princess Theradras, daughter of Therazane the Stonemother, looms in the deepest cavern. The corrupted earth elemental is enormous, her form a grotesque mockery of nature. She slew Zaetar, son of Cenarius, and guards his remains. This ends here.;La Princesse Theradras, fille de Therazane la Mere-Pierre, se dresse dans la caverne la plus profonde. L'elementaire de terre corrompue est enorme.;Prinzessin Theradras erhebt sich in der tiefsten Hohle. Die korrumpierte Elementarin ist riesig.;;La Princesa Theradras se alza en la caverna mas profunda.;;;;;;;;;x
hoa_t0.32.a;Theradras is vanquished! Zaetar's spirit is freed! Maraudon is cleansed!;Theradras est vaincue ! L'esprit de Zaetar est libere ! Maraudon est purifie !;Theradras ist besiegt! Zaetars Geist ist befreit!;;Theradras ha sido vencida! El espiritu de Zaetar es libre!;;;;;;;;;x
hoa_t0.32.b;Theradras' power is immense. The earth itself fights against us. Defeat.;La puissance de Theradras est immense. La terre elle-meme combat contre nous. Defaite.;Theradras Macht ist gewaltig. Niederlage.;;El poder de Theradras es inmenso. Derrota.;;;;;;;;;x
hoa_t0.40.desc;You enter the ancient Highborne ruins of Dire Maul in Feralas. Once the great city of Eldre'Thalas, it now lies in ruin, overrun by corrupted treants in the Warpwood Quarter. The ancient arcane wards still pulse with fading power.;Vous penetrez dans les ruines antiques des Bien-Nes de Hache-Tripes a Feralas. L'ancienne grande cite d'Eldre'Thalas est desormais en ruines, envahie par des sylvains corrompus.;Ihr betretet die alten Hochgeborenen-Ruinen von Dusterbruch. Korrumpierte Treants durchstreifen die Hallen.;;Entras en las antiguas ruinas Altonatas de Dire Maul en Feralas.;;;;;;;;;x
hoa_t0.40.a;The Warpwood treants fall! Push deeper into the ruins!;Les sylvains du Bois-Tordu tombent ! Avancez dans les ruines !;Die Treants fallen! Weiter in die Ruinen!;;Los treants caen! Avancemos en las ruinas!;;;;;;;;;x
hoa_t0.40.b;The corrupted treants are relentless! We retreat from the ruins!;Les sylvains corrompus sont implacables ! On bat en retraite !;Die Treants sind unerbittlich! Ruckzug!;;Los treants corruptos son implacables! Retirada!;;;;;;;;;x
hoa_t0.40.c;These ancient ruins are unstable. We should leave.;Ces ruines antiques sont instables. On devrait partir.;Die Ruinen sind zu instabil. Ruckzug.;;Estas ruinas son inestables. Deberiamos irnos.;;;;;;;;;x
hoa_t0.41.desc;Immol'thar, a massive void terror, is chained in the heart of Dire Maul. The demon was imprisoned by the Highborne to siphon its power, but the bindings are weakening. Its tentacles writhe with shadow energy as it strains against its arcane prison.;Immol'thar, un immense terreur du Vide, est enchaine au coeur de Hache-Tripes. Le demon emprisonne par les Bien-Nes pour siphonner son pouvoir se debat.;Immol'thar, ein gewaltiger Leerenterror, ist im Herzen von Dusterbruch angekettet.;;Immol'thar, un enorme terror del Vacio, esta encadenado en el corazon de Dire Maul.;;;;;;;;;x
hoa_t0.41.a;Immol'thar is slain! The demon's chains hold no more! To King Gordok!;Immol'thar est tue ! Les chaines du demon ne tiennent plus ! Vers le Roi Gordok !;Immol'thar ist tot! Weiter zu Konig Gordok!;;Immol'thar ha muerto! Hacia el Rey Gordok!;;;;;;;;;x
hoa_t0.41.b;The void terror's dark magic is overwhelming! We cannot break through!;La magie noire du terreur du vide est ecrasante ! Impossible de passer !;Die dunkle Magie ist ubermachtig! Ruckzug!;;La magia oscura del terror es abrumadora! Retirada!;;;;;;;;;x
hoa_t0.42.desc;King Gordok, the massive ogre lord, sits atop his throne in the Gordok Commons. Surrounded by his ogre warriors, he snarls as you approach. "ME KING! YOU NOT TAKE THRONE!" The tribute run ends here - defeat Gordok and claim his treasures.;Le Roi Gordok, le seigneur ogre massif, trone dans les Communes Gordok. Entoure de ses guerriers ogres, il gronde. "MOI ROI ! VOUS PAS PRENDRE TRONE !";;Konig Gordok thront in den Gordok-Gemeinschaftsraumen. "ICH KONIG! IHR NICHT NEHMEN THRON!";;El Rey Gordok se sienta en su trono. "YO REY! TU NO TOMAR TRONO!";;;;;;;;;x
hoa_t0.42.a;King Gordok falls! You are the new King of Dire Maul! Long live the king!;Le Roi Gordok tombe ! Vous etes le nouveau Roi de Dire Maul ! Vive le roi !;Konig Gordok fallt! Ihr seid der neue Konig!;;El Rey Gordok cae! Eres el nuevo Rey de Dire Maul!;;;;;;;;;x
hoa_t0.42.b;Gordok's brute strength is too much. His ogres overwhelm us. Defeat.;La force brute de Gordok est trop grande. Ses ogres nous submergent. Defaite.;Gordoks rohe Gewalt ist zu viel. Niederlage.;;La fuerza bruta de Gordok es demasiado. Derrota.;;;;;;;;;x
