CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_challenge_duel;Challenge Rival to Champion's Duel;Defier un Rival en Duel de Champions;Rivalen zum Championduell herausfordern;;Desafiar a un Rival a Duelo de Campeones;;;;;;;;;x
hoa_challenge_duel_desc;Issue a formal challenge to a known rival for a duel of honor. Victory brings great prestige, defeat brings shame and wounds.;Lancer un defi formel a un rival connu pour un duel d'honneur. La victoire apporte un grand prestige, la defaite apporte honte et blessures.;Eine formelle Herausforderung an einen Rivalen aussprechen.;;Emitir un desafio formal a un rival conocido.;;;;;;;;;x
hoa_form_defensive_pact;Form Defensive Pact;Former un Pacte Defensif;Verteidigungspakt bilden;;Formar Pacto Defensivo;;;;;;;;;x
hoa_form_defensive_pact_desc;Rally neighboring rulers into a defensive pact to protect against common threats. Costs prestige but builds strong alliances.;Rassembler les dirigeants voisins dans un pacte defensif pour se proteger contre les menaces communes. Coute du prestige mais construit de fortes alliances.;Benachbarte Herrscher zu einem Verteidigungspakt zusammenrufen.;;Reunir gobernantes vecinos en un pacto defensivo.;;;;;;;;;x
hoa_send_emissary;Send Diplomatic Emissary;Envoyer un Emissaire Diplomatique;Diplomatischen Gesandten entsenden;;Enviar Emisario Diplomatico;;;;;;;;;x
hoa_send_emissary_desc;Send emissaries to improve relations with all neighboring independent rulers. A small investment for lasting goodwill.;Envoyer des emissaires pour ameliorer les relations avec tous les dirigeants independants voisins. Un petit investissement pour une bonne volonte durable.;Gesandte entsenden, um Beziehungen zu verbessern.;;Enviar emisarios para mejorar relaciones.;;;;;;;;;x
hoa_forge_uncommon_tooltip;A blacksmith will forge a random piece of uncommon equipment for us.;Un forgeron forgera un equipement peu commun aleatoire pour nous.;Ein Schmied wird ein zufaliges ungewohnliches Ausrustungsstuck fur uns schmieden.;;Un herrero forjara un equipo poco comun aleatorio.;;;;;;;;;x
hoa_forge_rare_tooltip;A master craftsman will forge a random piece of rare equipment.;Un maitre artisan forgera un equipement rare aleatoire.;Ein Meisterschmied wird seltene Ausrustung schmieden.;;Un maestro artesano forjara equipo raro aleatorio.;;;;;;;;;x
hoa_forge_epic_tooltip;A legendary smith will create a masterwork epic weapon!;Un forgeron legendaire creera une arme de maitre epique !;Ein legendarer Schmied wird eine epische Meisterwaffe erschaffen!;;Un herrero legendario creara un arma maestra epica!;;;;;;;;;x
hoa_enchant_weapon_tooltip;Our weapon gains +5 combat rating and +1 martial for 10 years.;Notre arme gagne +5 combat et +1 martial pour 10 ans.;Unsere Waffe erhalt +5 Kampfwertung und +1 Kriegskunst fur 10 Jahre.;;Nuestra arma gana +5 combate y +1 marcial por 10 anos.;;;;;;;;;x
hoa_disenchant_tooltip;Destroy one unequipped artifact for gold based on its quality.;Detruire un artefact non equipe contre de l'or selon sa qualite.;Ein nicht ausgerustetes Artefakt fur Gold zerstoren.;;Destruir un artefacto no equipado por oro segun su calidad.;;;;;;;;;x
hoa_has_rival_tooltip;Must have a known rival who is a ruler;Doit avoir un rival connu qui est un dirigeant;Muss einen bekannten Rivalen haben;;Debe tener un rival conocido que sea gobernante;;;;;;;;;x
hoa_defensive_pact_tooltip;Nearby rulers will gain +30 opinion of us for 20 years.;Les dirigeants proches gagneront +30 d'opinion envers nous pendant 20 ans.;Benachbarte Herrscher erhalten +30 Meinung fur 20 Jahre.;;Los gobernantes cercanos ganaran +30 de opinion durante 20 anos.;;;;;;;;;x
hoa_ragnaros_slayer;Slayer of Ragnaros;Pourfendeur de Ragnaros;Bezwinger von Ragnaros;;Asesino de Ragnaros;;;;;;;;;x
hoa_nefarian_slayer;Slayer of Nefarian;Pourfendeur de Nefarian;Bezwinger von Nefarian;;Asesino de Nefarian;;;;;;;;;x
hoa_kelthuzad_slayer;Slayer of Kel'Thuzad;Pourfendeur de Kel'Thuzad;Bezwinger von Kel'Thuzad;;Asesino de Kel'Thuzad;;;;;;;;;x
hoa_champion_of_honor;Champion of Honor;Champion d'Honneur;Champion der Ehre;;Campeon de Honor;;;;;;;;;x
hoa_wise_mentor;Wise Mentor;Sage Mentor;Weiser Mentor;;Sabio Mentor;;;;;;;;;x
hoa_weapon_enchanted;Enchanted Weapon;Arme Enchantee;Verzauberte Waffe;;Arma Encantada;;;;;;;;;x
hoa_defensive_pact_active;Defensive Pact Leader;Chef du Pacte Defensif;Verteidigungspaktfuhrer;;Lider del Pacto Defensivo;;;;;;;;;x
hoa_diplomatic_center;Diplomatic Center;Centre Diplomatique;Diplomatisches Zentrum;;Centro Diplomatico;;;;;;;;;x
hoa_trade_summit_bonus;Trade Summit;Sommet Commercial;Handelsgipfel;;Cumbre Comercial;;;;;;;;;x
