ie_tp_scriptorium_1;Scriptorium;Scriptorium;;;;;;;;;;;;x
ie_tp_scriptorium_2;Library Scriptorium;Scriptorium de Bibliotheque;;;;;;;;;;;;x
ie_tp_scriptorium_3;Archive Hall;Salle des Archives;;;;;;;;;;;;x
ie_tp_scriptorium_4;Grand Archives;Grandes Archives;;;;;;;;;;;;x
ie_tp_scriptorium_desc;Monks and scholars copying and preserving ancient texts.;Des moines et des savants copiant et preservant des textes anciens.;;;;;;;;;;;;x
ie_tp_scriptorium_grand_desc;A vast repository of knowledge rivaling the greatest libraries.;Un vaste depot de savoir rivalisant avec les plus grandes bibliotheques.;;;;;;;;;;;;x
ie_tp_reliquary_1;Reliquary;Reliquaire;;;;;;;;;;;;x
ie_tp_reliquary_2;Grand Reliquary;Grand Reliquaire;;;;;;;;;;;;x
ie_tp_reliquary_3;Hall of Sacred Relics;Salle des Reliques Sacrees;;;;;;;;;;;;x
ie_tp_reliquary_desc;A chamber housing sacred relics that inspire the faithful.;Une chambre abritant des reliques sacrees qui inspirent les fideles.;;;;;;;;;;;;x
ie_tp_healing_ward_1;Healing Ward;Pavillon de Guerison;;;;;;;;;;;;x
ie_tp_healing_ward_2;Hospital;Hopital;;;;;;;;;;;;x
ie_tp_healing_ward_3;Grand Hospital;Grand Hopital;;;;;;;;;;;;x
ie_tp_healing_ward_4;Cathedral of Healing;Cathedrale de Guerison;;;;;;;;;;;;x
ie_tp_healing_ward_desc;A place where the sick and wounded receive care and healing.;Un lieu ou les malades et les blesses recoivent soins et guerison.;;;;;;;;;;;;x
ie_tp_healing_ward_grand_desc;A magnificent healing center staffed by the finest healers.;Un magnifique centre de guerison dote des meilleurs guerisseurs.;;;;;;;;;;;;x
ie_tp_pilgrims_rest_1;Pilgrim's Rest;Repos du Pelerin;;;;;;;;;;;;x
ie_tp_pilgrims_rest_2;Pilgrim's Inn;Auberge du Pelerin;;;;;;;;;;;;x
ie_tp_pilgrims_rest_3;Grand Hospice;Grand Hospice;;;;;;;;;;;;x
ie_tp_pilgrims_rest_4;Cathedral Hospice;Hospice de la Cathedrale;;;;;;;;;;;;x
ie_tp_pilgrims_rest_desc;An inn providing shelter and food for religious travelers.;Une auberge fournissant abri et nourriture aux voyageurs religieux.;;;;;;;;;;;;x
ie_tp_pilgrims_rest_grand_desc;A grand hospice drawing pilgrims from across the continent.;Un grand hospice attirant des pelerins de tout le continent.;;;;;;;;;;;;x
