ie_ca_goblin_trade_emporium_2_desc;A growing goblin emporium with connections to major trade cartels.;Un emporium gobelin en croissance avec des connexions aux grands cartels commerciaux.;Ein wachsendes Goblin-Emporium mit Verbindungen zu grossen Handelskartellen.;;Un emporio goblin en crecimiento con conexiones a los principales carteles comerciales.;;;;;;;;;x
ie_ca_goblin_trade_emporium_3;Goblin Trade Emporium (Level 3);Emporium Commercial Gobelin (Niveau 3);Goblin-Handelsemporium (Stufe 3);;Emporio Comercial Goblin (Nivel 3);;;;;;;;;x
ie_ca_goblin_trade_emporium_3_desc;A vast goblin trade empire handling commerce across both continents. Time is money, friend!;Un vaste empire commercial gobelin gerant le commerce des deux continents. Le temps, c'est de l'argent !;Ein riesiges Goblin-Handelsimperium, das den Handel auf beiden Kontinenten abwickelt. Zeit ist Geld, Freund!;;Un vasto imperio comercial goblin que gestiona el comercio en ambos continentes. El tiempo es oro, amigo!;;;;;;;;;x
ie_ca_dwarf_deep_mine_1;Dwarven Deep Mine (Level 1);Mine Profonde des Nains (Niveau 1);Zwergentiefmine (Stufe 1);;Mina Profunda Enana (Nivel 1);;;;;;;;;x
ie_ca_dwarf_deep_mine_1_desc;A dwarven mine delving deeper than any surface operation, extracting quality ore.;Une mine naine creusant plus profond que toute exploitation de surface, extrayant du minerai de qualite.;Eine Zwergenmine, die tiefer graebt als jeder Oberflaechenbetrieb, und Qualitaetserz foerdert.;;Una mina enana que cava mas profundo que cualquier operacion de superficie, extrayendo mineral de calidad.;;;;;;;;;x
ie_ca_dwarf_deep_mine_2;Dwarven Deep Mine (Level 2);Mine Profonde des Nains (Niveau 2);Zwergentiefmine (Stufe 2);;Mina Profunda Enana (Nivel 2);;;;;;;;;x
ie_ca_dwarf_deep_mine_2_desc;An expanded deep mine with dwarven engineering reaching rich mineral veins.;Une mine profonde agrandie avec de l'ingenierie naine atteignant de riches filons de mineraux.;Eine erweiterte Tiefmine mit Zwergeningenieurkunst, die reiche Mineralader erreicht.;;Una mina profunda ampliada con ingenieria enana que alcanza ricas vetas minerales.;;;;;;;;;x
ie_ca_dwarf_deep_mine_3;Dwarven Deep Mine (Level 3);Mine Profonde des Nains (Niveau 3);Zwergentiefmine (Stufe 3);;Mina Profunda Enana (Nivel 3);;;;;;;;;x
ie_ca_dwarf_deep_mine_3_desc;A grand dwarven mine complex rivaling the legendary mines beneath Ironforge.;Un grand complexe minier nain rivalisant avec les mines legendaires sous Ironforge.;Ein grosser Zwergenminenkomplex, der mit den legendaeren Minen unter Ironforge konkurriert.;;Un gran complejo minero enano que rivaliza con las legendarias minas bajo Ironforge.;;;;;;;;;x
ie_ca_dwarf_master_forge_1;Dwarven Master Forge (Level 1);Grande Forge des Nains (Niveau 1);Zwergenmeisterschmiede (Stufe 1);;Gran Forja Enana (Nivel 1);;;;;;;;;x
ie_ca_dwarf_master_forge_1_desc;A dwarven forge producing weapons and armor of superior craftsmanship.;Une forge naine produisant des armes et armures d'une qualite de fabrication superieure.;Eine Zwergenschmiede, die Waffen und Ruestungen ueberlegener Handwerkskunst herstellt.;;Una forja enana que produce armas y armaduras de artesania superior.;;;;;;;;;x
ie_ca_dwarf_master_forge_2;Dwarven Master Forge (Level 2);Grande Forge des Nains (Niveau 2);Zwergenmeisterschmiede (Stufe 2);;Gran Forja Enana (Nivel 2);;;;;;;;;x
ie_ca_dwarf_master_forge_2_desc;An expanded dwarven forge with master smiths producing legendary-quality equipment.;Une forge naine agrandie avec des maitres forgerons produisant de l'equipement de qualite legendaire.;Eine erweiterte Zwergenschmiede mit Meisterschmieden, die legendaere Ausruestung fertigen.;;Una forja enana ampliada con maestros herreros que producen equipamiento de calidad legendaria.;;;;;;;;;x
ie_ca_dwarf_master_forge_3;Dwarven Master Forge (Level 3);Grande Forge des Nains (Niveau 3);Zwergenmeisterschmiede (Stufe 3);;Gran Forja Enana (Nivel 3);;;;;;;;;x
ie_ca_dwarf_master_forge_3_desc;The finest dwarven forge outside of Ironforge itself, renowned across all of Azeroth.;La plus belle forge naine en dehors d'Ironforge elle-meme, renommee a travers tout Azeroth.;Die feinste Zwergenschmiede ausserhalb von Ironforge selbst, in ganz Azeroth beruehmt.;;La mejor forja enana fuera de Ironforge, reconocida en todo Azeroth.;;;;;;;;;x
ie_ca_human_merchant_guild_1;Merchant Guild (Level 1);Guilde des Marchands (Niveau 1);Haendlergilde (Stufe 1);;Gremio de Mercaderes (Nivel 1);;;;;;;;;x
ie_ca_human_merchant_guild_1_desc;A small merchants' guild coordinating local trade and commerce.;Une petite guilde de marchands coordonnant le commerce local.;Eine kleine Haendlergilde, die den lokalen Handel koordiniert.;;Un pequeno gremio de mercaderes que coordina el comercio local.;;;;;;;;;x
ie_ca_human_merchant_guild_2;Merchant Guild (Level 2);Guilde des Marchands (Niveau 2);Haendlergilde (Stufe 2);;Gremio de Mercaderes (Nivel 2);;;;;;;;;x
ie_ca_human_merchant_guild_2_desc;An expanding merchants' guild with trade connections across multiple provinces.;Une guilde de marchands en expansion avec des connexions commerciales sur plusieurs provinces.;Eine wachsende Haendlergilde mit Handelsverbindungen ueber mehrere Provinzen.;;Un gremio de mercaderes en expansion con conexiones comerciales en multiples provincias.;;;;;;;;;x
ie_ca_human_merchant_guild_3;Merchant Guild (Level 3);Guilde des Marchands (Niveau 3);Haendlergilde (Stufe 3);;Gremio de Mercaderes (Nivel 3);;;;;;;;;x
ie_ca_human_merchant_guild_3_desc;A powerful merchants' guild influencing trade policy across the realm.;Une puissante guilde de marchands influencant la politique commerciale a travers le royaume.;Eine maechtige Haendlergilde, die die Handelspolitik im ganzen Reich beeinflusst.;;Un poderoso gremio de mercaderes que influye en la politica comercial de todo el reino.;;;;;;;;;x
ie_ca_human_academy_1;Royal Academy (Level 1);Academie Royale (Niveau 1);Koenigliche Akademie (Stufe 1);;Academia Real (Nivel 1);;;;;;;;;x
ie_ca_human_academy_1_desc;A small academy training scholars and administrators, boosting technological progress.;Une petite academie formant des erudits et administrateurs, stimulant le progres technologique.;Eine kleine Akademie, die Gelehrte und Verwalter ausbildet und den technologischen Fortschritt foerdert.;;Una pequena academia que forma eruditos y administradores, impulsando el progreso tecnologico.;;;;;;;;;x
ie_ca_human_academy_2;Royal Academy (Level 2);Academie Royale (Niveau 2);Koenigliche Akademie (Stufe 2);;Academia Real (Nivel 2);;;;;;;;;x
ie_ca_human_academy_2_desc;An expanded academy with specialized faculties attracting students from across the realm.;Une academie agrandie avec des facultes specialisees attirant des etudiants de tout le royaume.;Eine erweiterte Akademie mit spezialisierten Fakultaeten, die Studenten aus dem ganzen Reich anzieht.;;Una academia ampliada con facultades especializadas que atraen estudiantes de todo el reino.;;;;;;;;;x
ie_ca_human_academy_3;Royal Academy (Level 3);Academie Royale (Niveau 3);Koenigliche Akademie (Stufe 3);;Academia Real (Nivel 3);;;;;;;;;x
ie_ca_human_academy_3_desc;A grand academy rivaling the great halls of learning in Stormwind and Dalaran.;Une grande academie rivalisant avec les grands halls du savoir de Stormwind et Dalaran.;Eine grosse Akademie, die mit den grossen Wissenssaelen von Sturmwind und Dalaran konkurriert.;;Una gran academia que rivaliza con las grandes salas del saber de Ventormenta y Dalaran.;;;;;;;;;x
ie_ca_orc_trophy_market_1;War Trophy Market (Level 1);Marche aux Trophees (Niveau 1);Kriegstrophaenmarkt (Stufe 1);;Mercado de Trofeos (Nivel 1);;;;;;;;;x
ie_ca_orc_trophy_market_1_desc;A market where orc warriors trade war trophies, weapons and battle spoils.;Un marche ou les guerriers orcs echangent des trophees de guerre, armes et butins de bataille.;Ein Markt, auf dem Ork-Krieger Kriegstrophaeen, Waffen und Kampfbeute handeln.;;Un mercado donde los guerreros orcos comercian trofeos de guerra, armas y botin de batalla.;;;;;;;;;x
ie_ca_orc_trophy_market_2;War Trophy Market (Level 2);Marche aux Trophees (Niveau 2);Kriegstrophaenmarkt (Stufe 2);;Mercado de Trofeos (Nivel 2);;;;;;;;;x
ie_ca_orc_trophy_market_2_desc;An expanded war market attracting warriors from across the Horde territories.;Un marche de guerre agrandi attirant des guerriers de tous les territoires de la Horde.;Ein erweiterter Kriegsmarkt, der Krieger aus allen Horde-Territorien anzieht.;;Un mercado de guerra ampliado que atrae guerreros de todos los territorios de la Horda.;;;;;;;;;x
ie_ca_orc_trophy_market_3;War Trophy Market (Level 3);Marche aux Trophees (Niveau 3);Kriegstrophaenmarkt (Stufe 3);;Mercado de Trofeos (Nivel 3);;;;;;;;;x
ie_ca_orc_trophy_market_3_desc;A legendary war bazaar where the mightiest trophies of Azeroth change hands. Lok'tar ogar!;Un bazar de guerre legendaire ou les plus puissants trophees d'Azeroth changent de mains. Lok'tar ogar !;Ein legendaerer Kriegsbasar, wo die maechtigsten Trophaeen Azeroths den Besitzer wechseln. Lok'tar Ogar!;;Un bazar de guerra legendario donde los trofeos mas poderosos de Azeroth cambian de manos. Lok'tar ogar!;;;;;;;;;x
ie_ca_orc_peon_camp_1;Peon Labor Camp (Level 1);Camp de Travail des Peons (Niveau 1);Arbeitslagerschergen (Stufe 1);;Campo de Trabajo Peon (Nivel 1);;;;;;;;;x
ie_ca_orc_peon_camp_1_desc;A labor camp where peons gather resources and build structures. Work, work.;Un camp de travail ou les peons rassemblent des ressources et construisent des structures. Travail, travail.;Ein Arbeitslager, wo Schergen Ressourcen sammeln und Strukturen bauen. Arbeit, Arbeit.;;Un campo de trabajo donde los peones recolectan recursos y construyen estructuras. Trabajo, trabajo.;;;;;;;;;x
ie_ca_orc_peon_camp_2;Peon Labor Camp (Level 2);Camp de Travail des Peons (Niveau 2);Arbeitslagerschergen (Stufe 2);;Campo de Trabajo Peon (Nivel 2);;;;;;;;;x
ie_ca_orc_peon_camp_2_desc;An expanded peon camp with organized labor squads and better tools.;Un camp de peons agrandi avec des escouades de travail organisees et de meilleurs outils.;Ein erweitertes Schergenlager mit organisierten Arbeitstrupps und besseren Werkzeugen.;;Un campo de peones ampliado con escuadrones de trabajo organizados y mejores herramientas.;;;;;;;;;x
ie_ca_orc_peon_camp_3;Peon Labor Camp (Level 3);Camp de Travail des Peons (Niveau 3);Arbeitslagerschergen (Stufe 3);;Campo de Trabajo Peon (Nivel 3);;;;;;;;;x
ie_ca_orc_peon_camp_3_desc;A massive peon operation providing industrial-scale labor for the realm.;Une operation de peons massive fournissant une main-d'oeuvre a echelle industrielle.;Ein massiver Schergenbetrieb, der industrielle Arbeitskraft fuer das Reich bereitstellt.;;Una operacion de peones masiva que proporciona mano de obra a escala industrial para el reino.;;;;;;;;;x
ie_ca_nightelf_moonwell_1;Moonwell Garden (Level 1);Jardin du Puits de Lune (Niveau 1);Mondbrunnengarten (Stufe 1);;Jardin del Pozo Lunar (Nivel 1);;;;;;;;;x
ie_ca_nightelf_moonwell_1_desc;A sacred moonwell tended by night elf druids, providing spiritual and economic benefits.;Un puits de lune sacre entretenu par les druides elfes de la nuit, offrant des avantages spirituels et economiques.;Ein heiliger Mondbrunnen, gepflegt von Nachtelfendruiden, der geistliche und wirtschaftliche Vorteile bietet.;;Un pozo lunar sagrado atendido por druidas elfos nocturnos, proporcionando beneficios espirituales y economicos.;;;;;;;;;x
ie_ca_nightelf_moonwell_2;Moonwell Garden (Level 2);Jardin du Puits de Lune (Niveau 2);Mondbrunnengarten (Stufe 2);;Jardin del Pozo Lunar (Nivel 2);;;;;;;;;x
ie_ca_nightelf_moonwell_2_desc;An expanded moonwell garden with rare plants growing in its blessed waters.;Un jardin de puits de lune agrandi avec des plantes rares poussant dans ses eaux benies.;Ein erweiterter Mondbrunnengarten mit seltenen Pflanzen, die in seinen gesegneten Wassern wachsen.;;Un jardin de pozo lunar ampliado con plantas raras que crecen en sus aguas benditas.;;;;;;;;;x
ie_ca_nightelf_moonwell_3;Moonwell Garden (Level 3);Jardin du Puits de Lune (Niveau 3);Mondbrunnengarten (Stufe 3);;Jardin del Pozo Lunar (Nivel 3);;;;;;;;;x
ie_ca_nightelf_moonwell_3_desc;A grand moonwell garden blessed by Elune herself, a site of pilgrimage and prosperity.;Un grand jardin de puits de lune beni par Elune elle-meme, un lieu de pelerinage et de prosperite.;Ein grosser Mondbrunnengarten, gesegnet von Elune selbst, ein Ort der Wallfahrt und des Wohlstands.;;Un gran jardin de pozo lunar bendecido por Elune, un lugar de peregrinacion y prosperidad.;;;;;;;;;x
ie_ca_troll_voodoo_market_1;Voodoo Market (Level 1);Marche Vaudou (Niveau 1);Voodoo-Markt (Stufe 1);;Mercado Vudu (Nivel 1);;;;;;;;;x
ie_ca_troll_voodoo_market_1_desc;A market where troll witch doctors trade hexes, mojo and ritual components.;Un marche ou les feticheurs trolls echangent des maledictions, du mojo et des composants rituels.;Ein Markt, auf dem Troll-Hexendoktoren Flueche, Mojo und Ritualkomponenten handeln.;;Un mercado donde los doctores brujos trolls comercian maleficios, mojo y componentes rituales.;;;;;;;;;x
ie_ca_troll_voodoo_market_2;Voodoo Market (Level 2);Marche Vaudou (Niveau 2);Voodoo-Markt (Stufe 2);;Mercado Vudu (Nivel 2);;;;;;;;;x
ie_ca_troll_voodoo_market_2_desc;An expanded voodoo market with powerful shamans offering spiritual services.;Un marche vaudou agrandi avec de puissants chamanes offrant des services spirituels.;Ein erweiterter Voodoo-Markt mit maechtigen Schamanen, die geistliche Dienste anbieten.;;Un mercado vudu ampliado con poderosos chamanes que ofrecen servicios espirituales.;;;;;;;;;x
ie_ca_troll_voodoo_market_3;Voodoo Market (Level 3);Marche Vaudou (Niveau 3);Voodoo-Markt (Stufe 3);;Mercado Vudu (Nivel 3);;;;;;;;;x
ie_ca_troll_voodoo_market_3_desc;A legendary voodoo bazaar where the spirits themselves are said to walk among the traders.;Un bazar vaudou legendaire ou les esprits eux-memes marcheraient parmi les commercants.;Ein legendaerer Voodoo-Basar, auf dem die Geister selbst unter den Haendlern wandeln sollen.;;Un bazar vudu legendario donde se dice que los espiritus caminan entre los comerciantes.;;;;;;;;;x
ie_ca_tauren_ranch_1;Plains Ranch (Level 1);Ranch des Plaines (Niveau 1);Prariefarm (Stufe 1);;Rancho de las Llanuras (Nivel 1);;;;;;;;;x
